global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
1618.3458445611932	n/a	n/a	2619043.272608482	2115.7965207054503	n/a	n/a	4476594.9170292895	1672.9472359068038	n/a	2798752.454128215	n/a	1779.6100344344525	1479.7743566795489	n/a	n/a	n/a	n/a	-0.0373752265	0.0655932195	-0.1519598234	0.023554287	-0.1162952731	0.1685926701	-0.1163555042	0.0674925221	-0.1354200668	-0.3835661394	-0.0985617781	-0.1440087273	0.0640717659	0.0664689859	-0.0118161227	0.0052762013	-0.0757230663	0.0869190862	-0.0539747454	0.0673019352	-0.1001750468	0.0180321563	-0.0224425838	0.1444549032	0.0292300646	-0.0786219377	0.0875262089	-0.2079625331	0.022941059	-0.0723412771	-0.0105489747	0.075040874	-0.0577298262	0.0302976221	-0.0087583827	0.0341409138	-0.0608947458	0.1060634651	-0.1925960138	0.0516922535	-0.1282329788	-0.0017378762	0.01170531	-0.1854202496	0.2078364888	0.121577319	-0.0920899684	0.0822978275	-0.0447649641	0.2325420013	-0.0714055443	0.1450914329	-0.0387275072	0.1050071159	-0.0515253327	0.0771502692	-0.0062020397	0.0916496806	0.0277152656	-0.0495300003	0.06468824	-0.0219754639	0.1111660778	-0.010648542	0.0139426738	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0118992659435122	n/a	0.0001415925299944	n/a	0.0210457569583724	n/a	0.0004429238859508	n/a	2.7767785709897908e-05	n/a	n/a	7.710499232308103e-10	-0.0007091545299693	n/a	n/a	5.029001473759789e-07	-0.0006808389824386	n/a	4.6354172000802826e-07	n/a	-0.0004532414532538	n/a	n/a	2.0542781494761657e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1613.9732758747869	-4.372568686406339	19.119356917341257	2604909.735237991	2079.2949622744604	-36.50155843098992	1332.363767890971	4323467.54013995	1669.7796654370609	-3.167570469742941	2788164.131107103	10.033502680787516	1768.6693662978828	1406.3797686037135	1.185218	16.666355	0.1047166975631315	0.0513957435411991	0.0688689038	-0.0806307394	-0.0481918441	0.0815523821	-0.0460057621	-0.092252601	-0.0575441662	0.1285198151	-0.0439418617	-0.0719555638	0.0008297596	0.0312645654	-0.1124881751	0.0302118186	-0.1922612413	-0.0521496982	-0.0961472518	0.0614356011	-0.0292705445	0.0229195078	-0.046714192	-0.1160783241	0.152730086	0.0890218077	0.0452369421	-0.1306099661	-0.0114450318	0.0179187506	-0.1022165775	-0.0189341893	-0.1690751385	-0.009514726	-0.0725306633	0.0034068291	-0.0395698125	-0.0007685814	-0.1952070808	0.0330376251	-0.0216574747	0.0611337561	-0.1549128361	0.0646406339	0.08200126	-0.1592612317	0.1219066508	0.0156403628	-0.0739886431	-0.092867973	-0.0913989979	0.1957031551	-0.0201177543	0.0799405227	-0.1913595345	0.0199476345	-0.1848097387	0.0710985707	0.0775561598	0.1499756492	-0.0822088353	-0.1697686158	0.0781109527	0.0490664359	0.0171909468	-0.1666705401	0.0778065915	0.1289999139	0.1287014744	0.1282045865	0.1275100165	9.215807067164404e-05	0.0119914240141838	8.493109989919738e-09	0.0001437942498879	-3.739621278953109e-05	-0.0210831531711619	1.3984767309998887e-09	0.0004444993476386	-0.0216525998209959	-0.0216803676067058	0.0004700383395618	0.0004688350790081	-0.0013800430950081	-0.0006708885650388	4.500914666998201e-07	1.904518944079536e-06	-0.0006809139944816	-7.5012043000049e-08	4.636438678808885e-07	5.626806595041201e-15	-0.000124969974914	0.0003282714783398	1.0776216349139779e-07	1.561749463000579e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1617.7671801142706	3.793904239483709	14.393709378372458	2617170.649054879	2099.0643416631788	19.76937938871833	390.8283614150813	4406071.110441874	1672.815562667024	3.0358972299632114	2798311.9067009925	9.2166719908983	1773.275239500652	1460.2686322194809	1.101478	15.488813	0.0562789412513707	0.0415139609610918	-0.0325074548	-0.0080515813	-0.0813168402	-0.0542348843	0.0229803121	0.0798923594	-0.0030430124	-0.0389851413	-0.0249475051	-0.050324637	-0.1166361421	-0.1043391264	-0.0119187847	0.0393184457	0.0201562238	-0.0292324105	-0.0513638692	-0.075030327	-0.1009950826	-0.1306610955	0.1374767319	-0.0262718794	0.0621823568	0.2243405881	0.0515299649	-0.1363793539	0.113799947	-0.0493281104	0.0041019511	0.0052792957	0.0005641581	0.072881356	-0.0222940925	-0.1199454377	0.0080469518	-0.1986857597	-0.020968097	0.0008335186	-0.0113005344	0.1234814815	-0.0947860374	0.040166784	0.0473415777	-0.1911768335	-0.0178275092	0.0457031051	-0.1795286563	-0.0756741146	-0.0424719993	0.0213197664	-0.0262190732	0.0498837056	-0.1003215136	6.37315e-05	0.0074926716	-0.0082696506	-0.0642425765	0.0246158081	0.2044362021	-0.006360169	0.0256587774	0.0284061038	-0.001018339	0.0640174149	-0.1070007822	0.1288230331	0.1279949812	0.1266188352	0.124700488	-6.771972911678859e-05	-0.0001598777997884	4.5859617116512234e-09	2.556091086519015e-08	-0.0002862706366641	-0.0002488744238745	8.195087741606917e-08	6.193847885889859e-08	0.0125238187498268	0.0341764185708227	0.001168027586328	0.0001568460360785	-0.0015296411902605	-0.0001495980952524	2.2379590103146164e-08	2.3398021709415598e-06	-0.0006806875258587	2.264686229000142e-07	4.633355078596384e-07	5.128803715822883e-14	-0.0004090208201764	-0.0002840508452624	8.06848826942839e-08	1.6729803133777498e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1612.1471602506092	-5.620019863661355	31.5846232679482	2599018.4663041034	2080.051526896159	-19.01281476701979	361.4871253650058	4326614.354543042	1669.396952718726	-3.4186099482981263	2786886.1857465683	11.686893978602916	1768.836387376802	1456.111284298539	1.100137	15.469954	0.0610750655898911	0.0416147926894357	0.0514984389	0.0933533243	0.0268108758	-0.1034043349	-0.0198176802	-0.0381700814	0.0779568471	-0.1010540056	-0.1287506324	-0.0319496505	-0.0273960815	-0.0469712269	-0.0956472511	-0.0936727159	0.0290723444	-0.0284331082	-0.1199690492	0.1454994718	-0.0298277512	0.0008970065	0.0972494366	0.1068805104	0.0157334696	0.0596669666	0.0466326742	0.0885181338	0.0187562262	-0.0085061651	-0.0458280464	0.1007646348	-0.0232505143	-0.0999426582	0.0416266781	-0.0171653722	-0.12638907	-0.1456683368	0.0421855538	0.0533131318	-0.1507801228	0.0229997495	-0.0254231237	0.0745916583	-0.0202636523	-0.1026646842	0.0215749758	0.0833812646	-0.1325895318	-0.1776326948	0.0272758505	0.0085706857	0.0403393524	0.0046599268	-0.0932677097	0.0985416528	0.0048462358	0.0143331049	-0.009967747	-0.0400942838	0.0276191146	0.0335579962	-0.01309396	0.0630687727	-0.0426207779	0.0017405531	-0.0545344391	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0165322202142732	-0.0164645004851564	0.0002733143052132	0.0002710797762257	0.005634262472526	0.0059205331091901	3.1744913609314794e-05	3.505271229701619e-05	0.0499377675842964	0.0374139488344695	0.0013998035673883	0.0024937806313032	-0.0015296444800494	-3.28978889984656e-09	1.0822711005553639e-17	2.339812235345599e-06	-0.0006801689211888	5.186046699000042e-07	4.626297613511361e-07	2.6895080364209233e-13	-0.0004340205889391	-2.499976876269998e-05	6.249884381884695e-10	1.883738716230432e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1609.7105802779172	-2.436579972692016	5.936921963323825	2591168.152258669	2070.7654081798737	-9.286118716285271	86.23200081294364	4288069.375714359	1667.5209199173607	-1.876032801365227	2780626.018362041	3.5194990717982613	1765.632228438003	1437.6908668920428	1.117622	15.71583	0.1237556479495654	0.0581874004840234	0.0656789084	-0.0385088955	-0.0934224411	0.0496901888	-0.0043621201	-0.0910144302	-0.0677880942	-0.0090898231	-0.0145136903	0.009363113	0.0529945529	0.0744544439	-0.0259075127	0.0665868274	-0.0389224364	-0.0588412024	-0.083709054	0.03601437	-0.0435616237	0.1813322622	-0.0637084059	0.0292370069	0.1119763862	-0.0094473009	-0.0421791885	0.0375192968	-0.0514474261	0.0351908696	0.0281141901	0.0153735297	-0.1184531157	0.0767369549	-0.0063331139	-0.015401843	0.0123135645	0.0040068033	-0.1056731638	0.0489996016	-0.1004269445	0.0789910361	-0.0348118096	0.1120767535	-0.0545259099	-0.1414273795	-0.0044166616	-0.0113409063	-0.1085807718	-0.0394164172	-0.1187839639	0.0259092772	0.0413453773	0.0154499768	-0.1372056432	-0.0061729392	0.1221690067	-0.0647318054	-0.0867134648	-0.0201932996	-0.0197432955	0.0654815191	0.0792820468	0.1104666692	0.0282136916	-0.0295317399	-0.0146703154	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0001345536580998	0.0163976665561734	1.810468690803788e-08	0.0002688834684874	-8.404071914469569e-05	-0.0057183031916706	7.0628424743576206e-09	3.269899139187127e-05	0.1031705591552878	0.0532327915709914	0.0028337300984406	0.0106441642764147	-0.0006681206312025	0.0008615238488468	7.42223342131976e-07	4.463851778384271e-07	-0.0006163694373741	6.379948381470002e-05	3.799112833288646e-07	4.070374135022169e-09	-0.0003912061889861	4.281439995299999e-05	1.8330728433354447e-09	1.530422823010282e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1608.432351414186	-1.2782288637311012	1.633869028075302	2587054.629075768	2066.6349613734656	-4.130446806408145	17.060590820567242	4270980.063571106	1668.879353245528	1.358433328167166	2785158.295689212	1.845341107075324	1766.9052043257557	1413.1367176667188	1.313029	18.463606	0.2567593599616001	0.1859853137429489	0.110888195	-0.0144937749	0.0933635507	-0.0636304212	0.0075107395	-0.1064369219	0.0150668684	-0.1076696449	0.0575441034	-0.0191799097	0.0351933405	0.0874554669	0.0151971569	0.206034226	0.0077722894	0.1180482846	-0.0375643124	0.0628797783	0.0750669657	0.0177585986	0.081599722	0.0593744269	-0.1268931743	0.0520927591	-0.0408484843	0.1294468301	-0.0429903897	0.0466676126	0.0944345027	0.0883073575	-0.0029327361	0.0488883515	-0.2413886677	0.0482528188	-0.1141497675	0.1011288769	0.0249737647	0.0512690498	-0.0228384969	-0.0221822895	0.1095072954	0.0509328965	0.1880570205	0.0041385763	-0.0019811155	-0.0319109339	-0.0662765917	-0.1498582259	0.1501370954	0.0211460395	-0.0279978943	-0.0095603466	-0.0457418942	0.0633470379	0.01582941	0.0472073922	0.0148521625	0.0903035421	-0.0468409314	0.0586382032	-0.024814404	-0.0871947717	-0.0013897805	0.0692322556	0.09998638	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0148963083303783	-0.0147617546722785	0.0002219000018736	0.0002179094010045	-0.0147566803617564	-0.0146726396426117	0.000217759615299	0.0002152863540819	-0.0879667343347421	-0.1911372934900299	0.0365334649626938	0.007738146349519	-0.0010321132878291	-0.0003639926566266	1.3249065407808996e-07	1.0652578389133947e-06	-0.000850863390911	-0.0002344939535368	7.239685099925652e-07	5.498741424536579e-08	-0.000265939356016	0.00012526683297	1.5691779442358925e-08	7.072374107820481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1618.219425439883	9.787074025696938	95.78681798447168	2618634.108870985	2081.9098045712426	15.274843197777043	233.32083471667568	4334348.4343698695	1670.043274207916	1.163920962388147	2789044.5377270966	1.3547120066865503	1769.6796910233438	1468.1708898022016	1.342497	18.877983	0.0522938712673393	0.0270791769009563	-0.0012164386	0.1104385167	0.1042056306	-0.0217348061	0.023496656	0.0377537632	0.108099841	0.0460276735	0.2017109863	0.0108012157	-0.0241145972	-0.0258863334	0.0283372818	0.0773438087	-0.0746433496	0.0265995229	-0.121110741	0.1633352578	0.1473232628	-0.1148909856	-0.0292301813	-0.1578005933	-0.2446574715	-0.1190028186	0.0029152441	0.0518022107	0.0271647873	0.0140916961	-0.0388210709	0.0405728086	0.0955794749	0.0462565917	-0.0417162157	0.292625868	-0.1225390206	0.026925019	-0.0949686589	-0.103964962	0.0969016045	-0.0481767427	-0.0314180197	-0.0793066266	0.1230649813	0.0500571427	0.1966658719	0.0166513362	-0.0287120955	-0.0175329793	0.0904909192	0.0784012066	0.015513725	-0.0388317481	0.0191870015	-0.0674684225	-0.0472354453	0.069400514	-0.0058466647	0.0240799143	-0.001619953	-0.0255819754	-0.0658308701	-0.2572078948	0.0714280233	0.0163614428	0.1265693508	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.019887199464236	-0.0049908911338577	0.0003955007025303	2.4908994310019417e-05	-0.0279626930092575	-0.0132060126475011	0.0007819122003299	0.0001743987700459	-0.0951720216659026	-0.0072052873311605	5.1916165524582094e-05	0.009057713707975	-0.0011750699767605	-0.0001429566889313	2.0436614910229022e-08	1.3807894502839217e-06	-0.0004808297342384	0.0003700336566725	2.311972333277704e-07	1.3692490707049558e-07	-0.0002907826135084	-2.4843257492399997e-05	6.171874428336883e-10	8.455452831877554e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1613.5952395643203	-4.624185875562716	21.383095011753724	2603689.5971446363	2083.1769824800035	1.267177908760914	1.6057398524516828	4339626.340334493	1668.5463033949466	-1.4969708129694936	2784046.766572941	2.240921614882547	1768.210194697812	1439.9361692471143	1.367644	19.231598	0.3181360461183329	0.190369245120905	-0.0105827944	-0.0815517616	-0.0181785213	-0.0567607303	0.0314226238	0.0211178384	0.0809320422	-0.0560746099	-0.0537079583	0.0153278312	0.013603377	0.0103013422	0.0072277538	-0.0475498242	0.0881649548	0.0430533239	0.068606687	-0.0790832825	-0.103711762	0.0759757567	-0.0634365889	0.0524506621	-0.0008476786	0.0462529528	-0.0715493273	0.0140006426	-0.000560522	0.0416600761	0.0034283429	0.0249930182	0.053144454	0.0041215713	0.0862451178	-0.1568667999	0.0726769227	-0.0168975182	-0.0094839451	-0.095882264	-0.0267866733	0.0490422388	-0.0174512309	0.0035844754	-0.1468840426	-0.0353506216	-0.0517969167	-0.0034617446	-0.0341318476	0.1036199968	0.0756292629	0.011543254	-0.0698888555	-0.032872001	-0.1197742609	-0.0956122356	0.124334145	-0.1096440015	-0.0634964252	-0.0718936131	-0.0924649237	0.0340722899	-0.1061988428	-0.1926632298	-0.1533766629	0.0064226513	0.0177981263	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-3.909428312454111e-05	0.0198481051811114	1.5283629730217794e-09	0.0003939472792804	0.0171913686588283	0.0451540616680858	0.0002955431563637	0.0020388892851252	0.0989704719831081	0.1941424936490107	0.0376913078402561	0.0097951543245591	-0.000260077139879	0.0009149928368815	8.372118915444553e-07	6.764011868764094e-08	-0.0006809706858514	-0.000200140951613	4.637210749889261e-07	4.005640051255721e-08	-0.0002260886896004	6.469392390800002e-05	4.1853037906140966e-09	5.1116095565226025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1621.7744588250607	8.17921926074041	66.8996277152669	2630152.3952973187	2087.767228480748	4.590246000744628	21.07035834735205	4358772.0003181845	1673.303309083536	4.757005688589516	2799943.964189912	22.62910312127301	1771.2300135610794	1447.543807797693	1.226925	17.252829	0.1550028653944446	0.0832219827212907	-0.0522520746	-0.0797516556	-0.0081430526	0.0116948439	0.1087516819	0.0455712215	-0.0228262951	0.0155093854	0.0163497442	0.1591290601	-0.1200286638	0.0430076694	-0.1218514078	0.0622710056	-0.108334091	-0.0748592191	0.0731934518	-0.0433847403	0.1001682107	-0.0251410198	-0.0020667452	-0.0694933244	0.1706848407	-0.0738976207	-0.0110497959	-0.0053674776	0.123618186	0.0309800521	-0.0467804612	0.023083605	-0.1440761057	-0.0230591274	-0.0716764672	0.0161037638	0.060037573	-0.0077239875	-0.0401126457	-0.023890897	0.1628306618	0.0765474611	-0.1078424402	-0.0044166413	0.0115724004	-0.0769913323	-0.1573118593	0.0276406728	-0.0288764357	0.015693428	-0.0862146122	-0.0823779401	0.0670535484	-0.2026782731	0.0016320229	0.0262083024	-0.0180610077	-0.028452992	-0.0988707854	-0.1209816352	0.0347950024	0.1404776658	0.0554187829	0.0557544404	-0.0902578265	-0.0969198136	0.0326504073	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001928857708293	0.0002319800539538	3.7204920588413244e-08	5.381474543242703e-08	0.0756334148418176	0.0584420461829893	0.0057204134406344	0.0034154727620546	0.0348841195439177	-0.0640863524391903	0.0041070605689601	0.0012169017963543	-0.0005140002975113	-0.0002539231576323	6.447696998195789e-08	2.6419630584170494e-07	-0.0005160001865873	0.000164970499264	2.6625619255812844e-07	2.721526562744641e-08	-1.326121305777442e-07	0.0002259560774698	5.1056148945548323e-08	1.7585977176368677e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1618.8917031662183	-2.8827556588423704	8.31028018858771	2620810.346580419	2098.09208984375	10.324861363001672	106.60276216520478	4401990.417464914	1668.61018867669	-4.693120406845992	2784259.9617556594	22.02537915315429	1772.2581910426409	1497.3372289413855	1.323573	18.611883	0.0856508075857668	0.0716383788083924	-0.1018607823	0.1493923502	0.0797587359	-0.0974685021	-0.0700244587	0.134441572	0.1328545203	-0.1160927469	0.0104695006	0.090212504	0.0016839481	0.0389715336	-0.1002486874	-0.253837624	0.0346098865	0.2030828643	-0.0751945586	-0.083238937	-0.0106136848	-0.0432195744	0.008327453	0.0276493688	-0.0007600303	-0.1671331815	0.0031686387	-0.130033342	0.0133837733	-0.0513476799	-0.0653971656	0.1732458847	0.1723368019	-0.1580795601	0.1971283548	-0.0863522989	-0.0648621544	0.0731933581	-0.0385605202	0.0639879556	0.0440849969	-0.022169488	0.0452450693	-0.0641145956	-0.1110112042	0.0930196067	-0.0211135443	0.0234158919	-0.0520296963	-0.0336081948	0.1655356949	-0.0935287239	0.0676911335	-0.0325417176	0.103927989	-0.0115134976	-0.0788403624	0.0465288576	0.013024737	-0.1500013365	-0.0435383478	0.0345845263	-0.0648825561	-0.0696602975	-0.102280221	-0.0637561169	-0.081235122	0.1251271724	0.1134548014	0.0948006283	0.0703125971	9.840274387329372e-05	-9.448302695600628e-05	9.683100001793045e-09	8.92704238276941e-09	0.0035985782340333	-0.0720348366077843	1.2949765306458225e-05	0.0051890176851101	0.0403036579594555	0.0054195384155378	2.937139663748997e-05	0.0016243848449127	-0.0004450000228432	6.90002746681e-05	4.761037904273241e-09	1.9802502033044854e-07	-0.0004229999651763	9.300022141100005e-05	1.7892897053915105e-07	8.649041182495029e-09	-9.411749990286314e-08	3.8494630674881054e-08	1.4818365907954933e-15	8.858103787965444e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
