global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
1692.581307238652	n/a	2864831.481613704	n/a	2149.3002069240665	n/a	n/a	4619491.379483835	1778.0129608737873	n/a	n/a	3161330.089035172	1846.451043520327	1351.9455703625074	n/a	n/a	n/a	n/a	-0.0322387253	0.1291096872	-0.0757694925	0.1398041605	-0.0162203084	-0.0361842041	0.0112057845	-0.0475355477	0.0374512882	-0.2379197141	-0.0480957936	0.1359783221	-0.0393337862	0.1979567781	-0.1026460469	-0.0058683533	0.0581383141	-0.0382633058	0.0142985104	-0.1516070518	0.0200483139	-0.0205641448	0.1683747971	-0.097289046	0.0059644798	-0.0747274919	0.0145643993	-0.0502037918	0.0527983357	-0.1851118008	0.0442709995	-0.1017433198	0.0165824461	-0.0268693626	0.0205506682	-0.1352066972	0.1059669451	-0.0877896935	0.001041947	-0.0550209659	0.1744369664	-0.1336284739	0.0100678221	-0.0979764001	0.0231989754	-0.1164163288	0.0363769801	-0.0012028402	0.0212122561	-0.0351679883	-0.1715095551	0.2145737557	-0.024411	0.1172502149	-0.0623867337	0.0005032872	-0.2340269102	0.0296527145	-0.0726419947	0.1008073843	-0.0011031955	-0.0230883317	0.1181693047	-0.0743997345	-0.0074982341	0.3195056588	-0.1317466364	0.0888180447	-0.0551291844	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0466303037409119	n/a	n/a	0.0021743852269697	-0.0209859705637569	n/a	n/a	0.0004404109605028	0.0204165845895971	n/a	n/a	0.0004168369263041	0.0007677107252949	n/a	5.893797577328214e-07	n/a	-0.0045061519286426	n/a	n/a	2.0305405204009424e-05	-0.0003522709413988	n/a	1.240948161539968e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1692.4599299062836	-0.1213773323684108	2864420.6143383826	0.0147324568128716	2148.46738757622	-0.8328193478464527	0.6935880661473909	4615912.115478587	1773.115626125958	-4.897334747829291	23.983887632296184	3143939.023612048	1841.7988674587675	1378.1191964227137	1.385916	22.468855	0.4113495178709733	0.2279150081269493	0.0181746814	0.1110726815	-0.1400989234	0.0257565971	-0.0225742694	-0.1455897387	-0.031131193	0.0605567314	-0.1060719373	-0.0629475565	-0.0657317229	0.1723826032	0.0006494122	0.0216937424	-0.1343852157	0.0740710398	0.0401926483	0.1777213378	-0.069810464	0.0159667941	-0.1637048385	0.0193824911	0.054351695	0.0903056379	-0.0433601798	0.1229375443	0.219731769	-0.0180851519	-0.0058766397	-0.0270488317	-0.072227265	-0.1029519948	0.0968289111	0.1298793388	0.2003664141	0.0513940181	0.0285102446	-0.0192854252	0.1092448295	-0.1111232271	0.0774240246	-0.016157847	-0.206901338	-0.0187718601	-0.1412312884	-0.0728895771	0.0901040425	-0.0646444911	-0.1616035243	0.1488115448	0.0776711442	0.1002754498	0.1741581987	0.1397956985	0.0398735805	-0.0274783775	0.1917824688	-0.0507452303	-0.054089381	0.0244906048	-0.1178844243	0.0893759393	0.1318795821	0.0416122471	0.0519155537	-0.0356683398	-0.1179148055	0.015805463	-0.0937148726	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0241742176000911	-0.0224560861408208	0.0005042758047639	0.0005843927965765	-0.0162152791655216	0.0047706913982352	2.275949641719628e-05	0.0002629352784157	0.2156005880789706	0.1951840034893734	0.0380967952181397	0.0464836135799979	0.001873007877874	0.001105297152579	3.5081585105780646e-06	1.221681795499466e-06	-0.0021889952888651	0.0023171566397775	5.369214893264957e-06	4.791700374673601e-06	4.050003095475391e-06	0.0003563209444942	1.6402525073360248e-11	1.269646154852925e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1691.180357268432	-1.2795726378515155	2860091.0008105817	1.6373061355382856	2137.1044701552973	-11.362917420922711	129.11589231470887	4567215.516357754	1774.1593196083645	1.0436934824065247	1.0892960852178588	3147641.291353215	1839.092468442564	1373.2589956339484	1.213871	19.679613	0.2350496445661908	0.1380936790612164	0.0270906481	0.1588002057	-0.0432946073	0.1380686418	0.0203501704	0.0511156197	-0.1471205026	-0.1064468998	-0.0708644329	-0.2663009015	0.1350655994	0.0878638946	0.0104694042	0.0747291313	-0.0789163429	-0.0723409385	0.1829243236	0.0164404544	-0.0976794364	-0.0846146172	-0.1574077307	0.0273909361	-0.1002213424	-0.1443733789	-0.0840216105	-0.0313212972	-0.0808083306	0.1169001627	0.0852204918	-0.0333093127	0.2138936176	-0.101648913	0.0236256417	-0.0535222362	0.1668282101	0.1629812893	0.1168321923	-0.0524961879	-0.0209975441	0.0720742805	0.0770147106	-0.0087559768	-0.1551851693	0.1141284549	0.0542678271	-0.0710834916	0.1086113939	-0.135686856	-0.1630914624	0.1777441534	-0.0244076365	0.104912818	0.0090185598	0.1963772384	-0.0964865496	0.0025166011	0.1542895556	-0.0940798161	-0.0555694307	0.0719676663	-0.3049828455	-0.0735786479	-0.1888730874	-0.0465906856	-0.0205384188	-0.0883181897	-0.0809404649	0.0686766852	-0.0465350987	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0491529983267469	0.0249787807266557	0.0006239394865903	0.0024160172445091	-0.0316539982171804	-0.0154387190516588	0.000238354045956	0.0010019756031332	0.3563504346048631	0.1407498465258925	0.0198105192970622	0.1269856322430748	0.0024161357281632	0.0005431278502892	5.837711856906717e-06	2.9498786175976785e-07	-0.0024123770068591	-0.000223381717994	4.9899391933951e-08	5.8195628232224695e-06	-0.000307086393861	-0.0003111363969564	9.430205329455323e-08	9.680585751105745e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1691.471359511571	0.2910022431390189	2861075.3600479225	0.0846823055119406	2141.18494277582	4.080472620522869	16.65025680683677	4584672.959169893	1770.9304429902804	-3.2288766180840867	10.425644214810127	3136194.6339097507	1840.2000371636284	1380.834396815067	1.188683	19.271261	0.1893229323031505	0.1524280952275324	0.0342540636	0.0363397203	-0.1132523863	0.022377829	-0.0341208796	-0.0404613068	0.0071264811	-0.0994213956	-0.1101598032	0.057110357	0.0325799278	0.1014115957	-0.1049081225	0.0095167762	-0.0541334897	0.0984286508	-0.1639316106	0.1217408277	-0.1009015415	-0.1696010036	-0.2026203749	0.0556229042	-0.0395811698	-0.2979588994	0.0055786089	0.0299868668	0.1068588185	-0.0255831042	0.0929876639	-0.0259739859	-0.105985111	-0.0167360745	0.0707173612	0.1815358627	0.0867801772	0.0844091331	0.1314302169	-0.2110640499	-0.2077923682	0.0924510677	0.1137944929	-0.0473326802	-0.1390512128	-0.1632080412	-0.0843655	-0.0824173802	0.0703798822	-0.070580265	-0.1230602301	0.0638601435	-0.028904588	0.1032965404	-0.008061	0.1107034014	-0.0137484436	0.0136211505	-0.0946789734	-0.0371916602	0.0608957432	0.0836739039	-0.2617706477	0.1370474658	0.0451530721	-0.0986274861	0.1242566386	-0.1224609948	0.0333743185	-0.05498463	0.0075752047	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0536308363725481	0.0044778380458012	2.005103356442472e-05	0.002876266610019	-0.0499284167598688	-0.0182744185426884	0.0003339543730733	0.0024928468001471	0.2048424288734622	-0.1515080057314008	0.0229546758007062	0.0419604206667794	0.0024132885201341	-2.8472080291002885e-06	5.823961481411034e-06	8.10659356097315e-12	-0.0022252418165886	0.0001871351902705	3.5019579437576254e-08	4.951701142294532e-06	-0.0001958153924954	0.0001112710013655	3.834366793812756e-08	1.2381235744903356e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1695.9708148571146	4.499455345543538	2876317.0048471056	20.24509840654032	2132.3098326148056	-8.875110161014618	78.76758037014491	4546745.22226578	1771.5240978331078	0.5936548428273909	0.3524260724124142	3138297.6292034066	1837.86914026331	1399.4627997059777	1.226454	19.883615	0.2416861439926962	0.1523339586473179	0.0667836044	0.1107120263	0.0966240738	0.0339925752	0.0419827033	0.034974829	-0.0195851874	-0.1772620005	0.043295993	-0.0643807499	-0.04588606	-0.0562204581	-0.1131708532	0.0404834504	-0.0038115715	-0.1254310384	0.0448123378	-0.0606456225	-0.0676165971	-0.0405016726	-0.0416315944	-0.0067814485	-0.1180162109	0.0656580299	0.0673233943	0.0486118584	0.0660340101	-0.0846089696	-0.0663400577	-0.0301076994	0.1129514675	0.0199538471	0.047962527	-0.1184582131	0.0180643971	-0.0127932757	-0.0041721297	-0.0592177899	0.0413625275	0.0307595236	-0.1627643009	0.0437684405	0.056800971	-0.1599933727	-0.037131388	-0.079129132	0.0036602424	-0.0234858802	-0.0480927085	0.0415992023	-0.089492639	-0.0729502501	0.0213742973	9.1832e-06	0.0012572489	0.0461377815	0.008086939	0.0269279624	0.0488728262	0.0470319378	-0.05918575	-0.0056138583	0.1060372527	0.1330783745	-0.0800376924	0.0428142846	-0.0670721646	0.0036098411	0.0648149979	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0743354111047693	0.0207045747322211	0.0004286794148421	0.005525753344115	-0.0738165477763885	-0.0238881310165197	0.0005706428034624	0.0054488827256238	0.0624685361223669	-0.1423738927510953	0.0202703253371003	0.0039023180052714	0.0023268649035231	-8.642361661099964e-05	5.414300279247566e-06	7.469041508125053e-09	-0.0029970100985647	-0.0007717682819761	5.956262810643409e-07	8.982069530898791e-06	-0.0004320144037655	-0.0002361990112701	1.8663644506086049e-07	5.578997292497283e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1695.1294348764986	-0.8413799806160114	2873463.800984717	0.7079202717813997	2137.457350121475	5.147517506669374	26.496936481467685	4568723.923588318	1771.2865165993655	-0.2375812337422758	0.0564448426265018	3137455.9238867145	1837.915937228733	1410.6188230654316	1.149491	18.635866	0.1345333014514396	0.0690325673147641	0.067753245	-0.0703151729	-0.1213239507	-0.0242936269	-0.0123276558	-0.003312522	-0.0042363842	-0.0829517321	0.0272478277	0.0962152059	-0.0397629775	-0.0174582423	-0.101748431	0.0378855145	0.0605664226	-0.0274693645	-0.1888154979	-0.0090080534	0.01777274	0.0698241496	-0.0015150542	0.1307678488	-0.1679431041	-0.0739812415	0.0350233926	-0.0741035253	0.0024972866	-0.2432819143	-0.0175292999	-0.0567422609	-0.0159893568	0.0267410235	0.0501815772	0.0633415653	-0.0751222098	0.0450348426	-0.1795430778	-0.1125889724	-0.0204639548	0.1947382158	-0.1264245554	-0.0107708215	-0.0238367943	-0.1354665808	0.1423414192	-0.0581749723	0.0101364374	-0.0296919014	-0.0643580876	-0.0081875427	-0.0364236868	0.06128342	0.0579497144	-0.0153732502	0.0113710674	0.0416565836	-0.1179792214	-0.0664894566	0.1276429305	0.0173400162	-0.0460114002	0.0396361333	-0.0798688068	-0.0276996267	0.0018264329	-0.0764428669	-0.0461532102	-0.070314587	0.0305934396	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0673288517305508	-0.0070065593742184	4.9091874264449126e-05	0.0045331742753544	-0.0384090107501293	0.0354075370262592	0.0012536936782659	0.0014752521068035	0.0993373899364939	0.0368688538141269	0.0013593123815674	0.009867917039395	0.0017357705338009	-0.0005910943697222	3.012899346011461e-06	3.493925539172852e-07	-0.0034988729990028	-0.0005018629004381	2.518663708361423e-07	1.2242112263150848e-05	-0.0004199646491891	1.204975457640004e-05	1.763703065685238e-07	1.451965853514737e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1690.3056034886638	-4.823831387834844	2857133.033185176	23.269349258260632	2144.8312654820884	7.37391536061341	54.37462774549039	4600301.157389496	1770.14070862297	-1.1458079763956448	1.3128759187718826	3133398.12832423	1838.859669505932	1379.765451388561	1.228801	19.921663	0.1361035293090488	0.0632452482586134	-0.044611637	0.0149302604	0.0185994591	-0.053374903	-0.0979077227	-0.1570081739	-0.0100667289	-0.0287258181	-0.0659714715	0.1177567147	0.0479968122	0.0140875553	0.0752000125	-0.0136610655	-0.0633106554	0.0464190729	-0.0968823449	-0.2081788843	-0.0834428102	0.0117447099	-0.0298285309	-0.1110194506	0.0476436828	0.1486242647	0.1198612848	-0.1170553777	-0.0164486517	0.0694392011	-0.027346805	-0.007750786	-0.1779067092	-0.101835995	0.0584478213	-0.1719274589	-0.114991318	0.0606305032	0.0390018607	0.0142252065	-0.0119659861	-0.1077506315	-0.0298462927	0.0821820863	0.1472261376	-0.0177448221	0.1082929372	0.0070539077	0.0273215958	-0.0139385299	0.0300769396	-0.0786249544	-0.0657439161	-0.0224874485	-0.0068054596	-0.0922541576	0.1225134346	0.0355619734	0.0380134533	0.0403796417	0.0607393884	0.1060508971	0.0499170667	0.1701549805	-0.1622572521	-0.1361602286	-0.0740141088	0.0236188404	0.0186067474	0.1435547882	-0.0674573508	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0833817429931969	0.0160528912626461	0.0002576953178903	0.0069525150645835	-0.019000299030992	0.0194087117191373	0.0003766980905965	0.0003610113632671	0.0695994252044585	-0.0297379647320353	0.0008843465464037	0.004844079988791	0.0006499793627928	-0.0010857911710081	4.2247317205653433e-07	1.1789424670391412e-06	-0.0032661103509632	0.0002327626480395	5.4178450322406675e-08	1.0667476824668957e-05	-0.0003204392363322	9.952541285689996e-05	1.0268130418116353e-07	9.90530780433639e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1691.1227756095209	0.8171721208570943	2859896.24218525	0.6677702751060816	2131.5666253810978	-13.26464010099062	175.9506770088084	4543576.278438562	1767.9508404039827	-2.189868218987158	4.795522816529987	3125650.174085149	1835.2335876012733	1380.2877233874915	1.13219	18.355368	0.2164692795961738	0.1077872240650943	-0.0207518399	0.0452983	0.0122656849	0.1050014264	0.0131920675	0.0262572037	-0.023047453	-0.1799559168	-0.0120082054	0.0374825754	0.0071082833	0.0241679984	0.0544276023	-0.0623352402	0.0670914935	-0.0633709317	0.0617331212	0.0130850124	0.0413937426	-0.0925362102	-0.0355332329	-0.0374535982	0.098375525	0.1553598053	-0.0426407718	0.1437733355	-0.1601669582	0.0332048679	0.1195958571	0.0529217203	-0.0296501412	0.1063905282	-0.0346248225	-0.0533102587	0.0509725417	-0.0220500448	0.1297001949	-0.0567088289	0.1260912191	-0.0781969302	-0.0211392676	0.0036225294	0.074307716	0.1716609612	-0.0502859621	-0.017201947	-0.0240941988	-0.026707914	0.0090097769	0.052808495	-0.0360241591	-0.0228252739	-0.0532075193	-0.0480030638	0.0128892136	0.0217409065	0.0651579815	-0.0587769123	0.0184488209	0.0849775604	0.153935845	0.0079309428	0.183139408	0.1089853268	-0.0699926379	0.0290210769	0.0829606862	-0.0697171356	-0.0827330572	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0298744278355655	-0.0535073151576313	0.002863032775378	0.0008924814385024	-0.0582175918317915	-0.0392172928007995	0.0015379960546236	0.003389287998693	0.0736832213466414	0.0040837961421829	1.667739093090798e-05	0.0054292171080181	0.0019100488907325	0.0012600695279397	3.6482867649884537e-06	1.5877752152421788e-06	-0.0022258985189269	0.0010402118320362	1.082040655508315e-06	4.954624216560968e-06	-0.0004133753862674	-9.29361499352e-05	1.7087920997172217e-07	8.637127964777975e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1698.26767844334	7.14490283381906	2884113.1076453314	51.04963650471564	2136.813661454364	5.247036073266372	27.531387554158588	4565972.623778006	1769.3259082360798	1.375067832097102	1.890811542868224	3130514.169555429	1836.4049135561345	1398.6272777004428	1.229779	19.937515	0.2333071621235496	0.1202588861544253	0.0731874793	-0.0118513644	-0.0898690821	-0.0667325208	-0.1333946794	0.0884071933	0.0725932612	-0.0036257789	-0.0254606301	0.1261389863	-0.104609631	0.0953171972	0.1136614019	-0.0139830611	0.0813319898	-0.0573048359	-0.0297337053	0.1419145172	0.0006446524	0.0052948855	-0.0453002745	-0.1386355005	0.1956736689	0.0916207324	0.0498986481	0.0331501052	-0.0358022718	-0.0113140001	-0.1144899751	0.0021951841	-0.048407379	0.1507323803	0.0029591132	0.0691705628	0.0811304684	0.0667709486	0.0622110491	0.0714185823	0.0276444351	-0.1595394252	0.049298564	-0.0477841208	0.1084135619	0.0317052936	-0.0137849341	-0.0745853688	-0.0617185972	0.0045087869	0.0040781674	0.0179095647	0.0116442272	0.0118479954	0.0431956442	0.098798897	0.0762315144	-0.0930485841	-0.1412548334	-0.0573989459	0.0791455421	0.0526757356	0.2695983122	-0.1073056605	0.16827073	0.0599366805	-0.0992247721	0.0764772688	0.0405792025	-0.1019012406	0.1094831529	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0049000573174424	-0.0347744851530079	0.0012092648176567	2.4010561714220807e-05	-0.030410740082047	0.0278068517497445	0.0007732210042322	0.0009248131123378	0.0111432323128042	-0.0625399890338372	0.0039112502283524	0.0001241716263771	0.0028117262742701	0.0009016773835376	7.90580464142082e-06	8.130221039832125e-07	-0.0034451551669125	-0.0012192566479855	1.4865867736570808e-06	1.1869094124103896e-05	-0.0004561580784834	-4.278269221599996e-05	2.080801925656677e-07	1.8303587532489834e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1695.5113442754605	-2.7563341678794586	2874758.718566779	7.597378045019748	2148.7026331459606	11.888971691596453	141.34764788358183	4616923.005688384	1772.9758229379042	3.6499147018244	13.3218773305939	3143443.2687223386	1838.968035662616	1409.290055883824	1.318804	21.380814	0.143804149983709	0.0821225189450861	0.0427274646	0.0360595434	0.1357886489	0.030661305	0.0094473278	-0.0578692651	0.0721032853	0.0029555732	0.0377476594	-0.0684691148	0.0026227199	-0.1699212764	0.0620989689	0.1083914906	0.0341019564	0.0824010758	-0.0122703585	0.0350488051	-0.094940425	-0.0023445893	0.2074981158	0.0490184551	-0.0632806332	-0.094724848	-0.0164962032	-0.1119744979	-0.0926497233	-0.0748308609	-0.0174071387	-0.0928433687	0.0340897443	-0.0251155676	-0.0499912188	-0.0446540446	0.055007916	-0.0864117075	-0.1259002311	0.0801912974	-0.1840969217	0.2092745712	0.0124834546	-0.01950548	0.0635167323	0.0147006196	0.1630910458	-0.0112252214	-0.0593691734	-0.0421103336	0.0398973791	-0.0263816493	-0.0910631223	-0.0265024813	0.0057163703	-0.0374018338	-0.0190441315	-0.0883063488	0.0355187382	0.0486209196	0.1118483676	-0.0228117897	0.1390456938	-0.031343225	-0.0190002909	0.1668622035	0.056199319	0.0630168864	0.0133337213	-0.0826205732	0.1708904526	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0242421125525567	0.0291421698699991	0.0008492660647318	0.0005876800210108	-0.0469886370355823	-0.0165778969535353	0.000274826667402	0.0022079320104616	0.0570729706740138	0.0459297383612095	0.0021095408659291	0.0032573239815568	0.001966003048142	-0.0008457232261281	3.865167985303635e-06	7.152477752125218e-07	-0.0034087989254372	3.63562414752998e-05	1.3217762942103094e-09	1.161991011406181e-05	-0.0002951506501075	0.0001610074283758	8.711390625887988e-08	2.592339199222056e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
