global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1542.9163788077713	n/a	2380590.9519932857	n/a	2031.6053180459105	n/a	4127420.168312425	n/a	1605.3837982010054	n/a	n/a	2577257.1395262866	1663.7392379480398	1235.7218746452174	n/a	n/a	n/a	n/a	-0.0979230351	-0.0342727617	0.0250471013	-0.0800113949	0.0279535462	-0.3389524569	0.0356482208	-0.0701352791	-0.1392876895	0.1427162956	-0.1174704759	0.0273440221	-0.0147585273	0.0325578094	-0.0795421629	0.0040449136	-0.1846655039	0.0316705784	-0.086246781	0.0986776947	-0.1098155826	0.1005809875	-0.0476691601	-0.0602440456	-0.2142365527	0.1614202375	-0.0260432183	0.0638368831	-0.0778495261	0.0652703259	-0.0479518088	0.0407874139	-0.1851423774	0.10341428	-0.0565963904	0.1339649818	-0.0716821391	0.0654450391	-0.0485115595	0.0331576179	-0.0050380495	0.0341429468	-0.0925206674	0.0285363028	-0.0085310353	0.0937673982	-0.2421894136	0.1152113799	-0.0394887472	0.0030353515	-0.0161421859	0.0096483114	0.1291679899	0.0987388626	-0.0092042526	0.000316626	-0.1283367606	0.0802075082	-0.0796320688	0.0268136495	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0412094437243695	n/a	0.0016982182520719	n/a	-0.051318975625378	n/a	0.0026336372592381	n/a	0.0948591795442013	n/a	n/a	0.008998263943799	-0.0010489884675765	n/a	n/a	1.1003768051084936e-06	-0.0001465797250845	n/a	n/a	2.14856158058476e-08	0.0001519233938684	n/a	n/a	2.3080717604493e-08	0.0	0.0	0.0	0.0
1537.0854596908005	-5.83091911697079	2362631.71039288	33.99961774865542	2007.1948886447483	-24.41042940116222	4028831.3210016033	595.8690635491249	1601.6925881354364	-3.6912100655690665	13.625031748158392	2565419.1468879925	1658.8065070204848	1216.111527054398	1.121759	14.448267	0.0441950415569399	0.0210051064461744	-0.0988535879	0.0703551344	0.0218665035	0.1441829541	0.0419296078	-0.07891012	0.0205623517	-0.0862743266	-0.0457970209	0.1027959732	-0.0759947807	0.1994608972	-0.0389907839	0.0448384593	0.1159330114	0.0302483636	0.0268253009	0.0884027126	-0.0491140524	0.1008973759	-0.0395419618	-0.0426028493	0.1655126597	0.0138294454	-0.1376038231	0.1017869912	-0.1570435097	-0.062434979	-0.0380536205	-0.1299132076	0.0591750128	-0.0401442396	-0.0515906547	0.0875285331	-0.047074773	0.0679525472	-0.0637693649	0.0232605557	-0.0802715287	0.0092110147	-0.1021193485	-0.0547074428	-0.0145903503	-0.1259285998	-0.0783865329	0.0944008164	-0.266189908	0.0787564902	0.0577357935	0.0100462528	0.0049964809	-0.0571006991	-0.057249016	0.0368504286	-0.0524770778	-0.0345877775	0.0187859334	-0.0183834972	-0.1726843097	-0.1116960932	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0542164044181845	0.0130069606938149	0.0029394185080361	0.0001691810264904	-0.0539184307570508	-0.0025994551316727	0.0029071971753028	6.757166981580045e-06	0.1048240952392234	0.0099649156950221	9.929954480889778e-05	0.0109880909427217	-0.0010799485161508	-3.096004857429998e-05	9.58524607723014e-10	1.1662887975363144e-06	-0.0003041814311002	-0.0001576017060157	2.4838297739059142e-08	9.252634302616573e-08	0.000335835840007	0.0001839124461386	3.3823787844683444e-08	1.1278571143320728e-07	0.0	0.0	0.0	0.0
1535.6917705243286	-1.3936891664718587	2358349.2140561477	1.942369492741024	2003.482586895978	-3.7123017487701873	4013942.475995401	13.781184273922191	1597.5766061636118	-4.115981971824567	16.941307592384852	2552251.012561244	1652.2211247641897	1238.8660052107195	1.191879	15.351412	0.1531777589848212	0.0826653630316742	-0.006830692	0.0274416096	-0.0737133894	0.0600611362	0.130233086	-0.0082275632	-0.1339957438	0.0287839751	0.0864253611	-0.0336199393	-0.0884103519	0.1581041647	-0.0671568285	-0.0220984051	0.0527907707	0.1238949389	0.0102904729	-0.0132218379	-0.027120819	0.079430599	-0.0106872274	-0.0469991388	-0.0170033953	0.0549890575	0.066039672	0.0737325324	-0.1559518844	-0.0326774821	-0.1595927559	-0.0505609005	0.0216759393	-0.0416800208	-0.0119638002	0.0890423694	0.060290337	0.010915329	0.0292869156	-0.017923704	-0.0561999788	-0.0877715529	-0.0944332516	-0.034757977	-0.1687742367	-0.0596930244	-0.1330758889	0.0141694877	-0.1117709913	-0.0138074832	0.0273640439	-0.0042474839	-0.0456129933	0.023812282	0.0369922679	-0.0289557901	-0.0287447948	0.0004417962	-0.0793357975	0.0251302287	0.0104624143	-0.0366378602	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0662599650857913	0.0120435606676067	0.0043903829731702	0.0001450473535543	-0.1155013951085663	-0.0615829643515155	0.0133405722720251	0.00379246149832	0.1552348367478373	0.0504107415086139	0.0025412428594482	0.0240978545401277	-0.0011730152081048	-9.306669195400011e-05	8.66140915126075e-09	1.3759646784451472e-06	-0.0002679312990356	3.625013206460002e-05	1.3140720747009422e-09	7.17871810029041e-08	-0.0001176571851161	-0.000453493025123	2.0565592383530057e-07	1.3843213209444224e-08	0.0	0.0	0.0	0.0
1535.612080765894	-0.079689758434597	2358104.4625941585	0.0063504575993644	1996.5961017373168	-6.886485158661344	3986395.9934726497	47.42367784046296	1599.2066288203985	1.6300226567866505	2.65697386163781	2557461.841663104	1653.1476364335988	1222.6164176846728	1.122124	14.452974	0.149633781990165	0.0732447161078369	-0.034077277	-0.0601733069	0.081270422	0.125210029	0.1133961579	-0.0595847997	-0.0384237674	0.0829884375	0.0818137733	-0.1059679435	0.0070814373	0.1347459168	0.0224196668	0.0609141128	0.0430180647	-0.0368958046	0.1046353268	-0.052230155	-0.0935761283	0.0517984716	0.0452508593	-0.1717894834	-0.1781716232	0.0527058407	0.0802915046	0.0081855973	-0.1963344807	0.0820969847	0.068344289	-0.0634355082	0.0562335019	0.0309369529	0.0270754758	0.2079529487	0.0868103118	-0.05616711	0.0773995244	0.0187609786	-0.1660067913	0.0003838533	-0.1071837495	0.0407765891	-0.0538251606	-0.0094556774	-0.1412103532	-0.0674116991	-0.050958534	0.0676518946	0.0334503915	-0.1438476645	-0.1105036734	0.1179880894	0.0576217339	-0.0035727758	0.0196423747	-0.0080072911	-0.0300761034	0.0590771134	-0.0287155948	-0.0327956788	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0759039704093567	0.0096440053235654	0.0057614127239044	9.300683868095792e-05	-0.1516347195434377	-0.0361333244348714	0.022993088171017	0.0013056171347156	0.2092714036101455	0.0540365668623082	0.0029199505582647	0.0437945203689604	-0.0016044514533436	-0.0004314362452388	1.8613723370575406e-07	2.5742644661363902e-06	-0.000522154759913	-0.0002542234608774	6.462956806048293e-08	2.7264559329980265e-07	0.0001930808161561	0.0003107380012722	9.655810543464177e-08	3.7280201567505684e-08	0.0	0.0	0.0	0.0
1537.468695078515	1.8566143126211043	2363809.988346432	3.4470167058295367	1995.942140555676	-0.6539611816408524	3983785.0284459735	0.4276652270930999	1601.4295019631857	2.222873142787193	4.941165008924615	2564576.449758057	1654.4562668954711	1217.1481633912388	0.9311370000000002	11.993053	0.1630770941663994	0.0929970995780078	-0.0651486799	0.0157024723	0.0379814664	0.1195542018	0.048505188	0.0991977283	0.0495788087	0.0882245936	0.0556297199	-0.0674775046	0.0602251707	0.043187748	-0.0614313516	-0.0003563773	-0.094799273	-0.0031856227	-0.0323320261	0.0356871073	-0.0479386552	-0.0223492368	0.0188012751	-0.2304948789	0.0931215644	0.0376702948	0.0639273273	-0.0558513907	-0.0611889054	-0.0677654155	0.1163249734	0.0047459326	-0.034272278	-0.0358574529	-0.0479617147	0.0053470367	0.0181284753	0.0461607805	0.0262405145	0.0126781381	-0.1481727526	-0.0491220243	-0.0395736553	-0.0546132483	0.0401925632	-0.0592200025	-0.0933246918	-0.0516693987	-0.00755523	0.1128389609	0.0642819571	-0.1335753381	0.0646910309	-0.0042867812	-0.0654782951	-0.0035927456	-0.1031230749	0.0332967434	0.0190861313	-0.0626517651	-0.126298552	-0.0583425272	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0663087344305211	-0.0095952359788356	0.0043968482617773	9.206855348954124e-05	-0.0987517935136708	0.0528829260297669	0.0097519167221666	0.0027966038654697	0.1393840261615935	-0.069887377448552	0.0048842455266363	0.0194279067490157	-0.0016050017695451	-5.503162014998658e-07	3.0284792163324084e-13	2.5760306802429023e-06	-0.0009409995712099	-0.0004188448112969	1.7543097595033578e-07	8.854801930172157e-07	-1.7551505303984615e-06	-0.0001948359666864	3.796105391466233e-08	3.080553384358001e-12	0.0	0.0	0.0	0.0
1540.5646353277036	3.095940249188516	2373339.3956223805	9.58484602654545	2007.385566993996	11.443426438320104	4029596.814575807	130.9520086492435	1602.7207540155766	1.2912520523909734	1.667331862803901	2568713.8153522583	1655.6036760358568	1246.495908431065	0.989535	12.745217	0.0846603907953965	0.0409817467547676	-0.0030527361	0.0618649809	-0.1131796816	0.0330471402	0.0073181848	0.133577573	-0.0462070322	-0.071198151	0.0067901035	-0.0425588382	0.0369974494	-0.067135015	0.0074313994	0.0162837612	-0.0962094428	0.0965676293	-0.0462986684	0.1235431591	0.0327448587	0.0056696193	0.0422000017	0.0151827191	-0.0187381256	-0.0082838024	0.0502111847	-0.0533777526	0.0519085717	-0.0717540054	0.0107322507	0.0530818941	-0.1001031217	-0.1108341452	-0.0549886568	-0.0591843086	-0.0100533631	0.0316693686	0.03339129	0.0114463292	-0.0464329634	-0.1327564259	0.0604626697	-0.0890817153	0.0310329854	-0.0474470563	-0.0823396227	-0.0401947118	-0.0479424099	0.0476044029	0.0805592347	-0.0933843705	0.0283791527	0.0654195197	0.0307709223	-0.0680206188	0.0101667683	0.0877824695	-0.034197605	-0.1507678839	-0.004257106	-0.0299815032	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0663040302111284	-4.704219392692721e-06	0.0043962244222382	2.212968009458628e-11	-0.1177939741360774	-0.0190421806224065	0.0138754203427708	0.0003626046428563	0.1078932656753863	-0.0314907604862072	0.0009916679959996	0.0116409567780994	-0.0020140956448577	-0.0004090938753125	1.6735779881828101e-07	4.056581266634754e-06	-0.0008872775133752	5.37220578347e-05	2.8860594979948514e-09	7.872613857412782e-07	-0.0002213941267309	-0.0002196389762005	4.8241279866404486e-08	4.901535935093781e-08	0.0	0.0	0.0	0.0
1542.6767187548714	2.1120834271678177	2379851.4585882965	4.460896403316954	2006.501552628882	-0.8840143651138987	4026048.4807021143	0.7814813977277295	1603.469022646055	0.7482686304783783	0.5599059433579879	2571112.906585495	1655.8680463175135	1242.338783966661	0.949141	12.224942	0.0604583268644426	0.0331480917349441	0.0009230181	-0.0485410725	-0.1273093319	-0.0372335628	0.033746622	0.1092449995	-0.1364177606	0.011958476	-0.0657373665	-0.0302030422	-0.0108267413	-0.0668038228	-0.0808434686	-0.0607780092	-0.1256320152	0.0124830872	-0.0448034054	-0.1104360829	0.0550158362	0.1099386336	0.0094619063	0.1353798263	-0.0949341882	-0.0708089279	0.0239761631	-0.0129021048	0.0721864036	-0.0679931451	-0.0767969785	0.0629354077	-0.1217836215	0.0307203953	-0.0435006061	-0.0232731801	0.1348178568	0.0058101005	0.0309032726	0.0283626904	0.0049893935	-0.0994160453	0.069012608	-0.0858289489	0.0181273041	0.0838571162	-0.12511975	-0.1168143238	-0.0415038448	0.0136626679	-0.0316570375	-0.0414270635	0.0169178884	0.0624829365	-0.0638535605	-0.1019500341	-0.1447242836	0.0408384529	-0.0644548447	-0.1485049368	-0.0452537879	0.0362101759	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0642813324506619	-0.0020226977604665	0.0041320897016325	4.091306230196248e-06	-0.0906582761298011	0.0271356980062763	0.0082189230308272	0.0007363461062878	0.1239004742413811	0.0160072085659948	0.0002562307260752	0.0153513275172391	-0.0020775794557002	-6.348381084250038e-05	4.030194239086369e-09	4.31633639474754e-06	-0.0010563519234501	-0.0001690744100749	2.858615614217548e-08	1.1158793861767262e-06	-0.0001480978970142	7.329622971669999e-05	5.372337290683255e-09	2.1932987100028593e-08	0.0	0.0	0.0	0.0
1543.4635695857398	0.7868508308683886	2382279.790638354	0.6191342300382735	2012.9991880817176	6.497635452835539	4052165.7312176544	42.2192664779453	1601.5128550267482	-1.9561676193068247	3.826591754824532	2564843.4248159262	1655.3154663192736	1242.884062778803	0.961688	12.386558	0.0734291260130165	0.0376494792828534	-0.0292711221	-0.1220790389	-0.0271290713	-0.0649205182	0.0466029834	-0.0209059435	0.0046464133	0.009068053	-0.041816469	0.0001511653	-0.0705216822	-0.0906576965	0.0232482311	-0.0389162992	-0.0810352973	-0.0180181607	-0.1618093223	-0.0391632333	-0.048525557	0.1911146999	0.1509629489	0.0694976757	-0.0196036302	-0.0661995272	0.0166937573	0.0686957738	0.081914608	0.0717837813	-0.0375547768	0.0555380914	-0.0715618421	-0.0105760356	-0.160521343	0.031750436	0.1061962991	-0.0354678697	0.0053897549	0.0884603517	0.0137885469	0.0195587132	0.0397011271	-0.0335803974	-0.0295401298	0.1057192476	-0.0439404513	-0.1306477478	-0.0319254533	0.0633764706	-0.1254464511	-0.017787943	-0.0342264396	-0.017001848	0.0608593818	-0.0026708326	0.0475453557	0.1320748968	-0.0337150773	-0.0413466491	-0.0354740449	0.0421195159	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0663536243456377	0.0020722918949758	0.004402803463802	4.294393697982415e-06	-0.0590096453057782	0.0316486308240228	0.0034821382391137	0.0010016358330352	0.1392396961711739	0.0153392219297927	0.0002352917294114	0.0193876929898408	-0.0018911579479017	0.0001864215077985	3.4752978569866303e-08	3.5764783839117687e-06	-0.0009401858064932	0.0001161661169569	1.3494566728844198e-08	8.839493507312688e-07	-0.0003328898995433	-0.000184792002529	3.414808419871489e-08	1.1081568521794837e-07	0.0	0.0	0.0	0.0
1539.1549566847457	-4.308612900994149	2368997.980687221	18.564145130613213	2010.866217719184	-2.1329703625335696	4043582.945564257	4.549562567446587	1598.4430470728612	-3.0698079538869933	9.423720873747849	2555020.174735573	1654.549382781315	1216.7271858183935	1.209735	15.581405	0.2202370477244271	0.1487025465578047	-0.1326225795	-0.0003684554	0.0580740346	0.0353841371	-0.0283758196	-0.1114008678	-0.0520815651	0.002876421	0.0220659365	0.1046934202	-0.0980822681	-0.0561498947	-0.1088343355	0.0432461178	-0.0873036089	-0.0851421177	0.0622638094	0.1324300305	-0.1117721351	0.0323818271	-0.0046231261	0.1931883916	0.0208643806	0.0509524506	-0.0569372017	0.1181551453	0.0847444854	-0.0689540323	0.0756764526	0.0322532727	-0.0971696918	0.0945110319	0.0381772379	0.0502710275	-0.0458392138	0.1253893969	-0.1322072256	0.062907514	-0.04640144	0.0166480273	0.0914306625	0.0267500148	0.131215651	0.0834075353	0.0815409732	0.0959759755	-0.0819456031	0.0358307208	-0.156869291	0.0208247305	-0.0158908956	-0.0194650692	-0.0936598613	0.0038831261	0.1204437549	0.05133711	-0.0589101116	0.0320158163	0.0064333616	0.0743466605	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0562583720270595	-0.0100952523185781	0.003165004423135	0.0001019141193757	-0.0121543040384892	0.046855341267289	0.00014772710666	0.0021954230052741	0.0025175215394739	-0.1367221746317	0.018692953036021	6.337914701715035e-06	-0.0014201860578529	0.0004709718900488	2.2181452121613895e-07	2.01692843891976e-06	-0.0009402211523277	-3.5345834500043714e-08	1.2493280165044805e-15	8.840158152844281e-07	-0.0003931682537972	-6.027835425390001e-05	3.6334799915586663e-09	1.5458127579393948e-07	0.0	0.0	0.0	0.0
1539.4053542227118	0.2503975379661369	2369768.844609553	0.062698927019503	2007.433990855276	-3.432226863908	4029791.2276411406	11.78018124533174	1596.6547116290085	-1.7883354438527022	3.1981436597398414	2549306.268167112	1653.4416416865738	1234.0993302506183	1.170281	15.073232	0.1755394606389669	0.0936725669049673	-0.0580369679	0.147795209	0.0325625114	0.117017219	-0.0939518451	-0.0272277339	0.0128730559	-0.0210402622	0.1135708204	0.1156877746	0.0494189457	0.000569926	-0.0059969865	0.0601609905	-0.0737094619	0.0575892885	0.1310885952	-0.0455020358	0.2580225823	-0.1073350368	-0.113001263	-0.0475866619	0.0981817946	0.161317265	-0.0641581821	-0.0209112298	0.0152009149	-0.0472195704	-0.0204244509	-0.0573013032	-0.0770237041	-0.0479264034	0.1351145776	-0.2089042346	0.0356407902	-0.0022500982	-0.1633139444	-0.072183929	0.0015264312	-0.0318713254	-0.0148624942	-0.0909105093	0.0977399757	0.0842001155	0.1079222899	0.1400304588	0.0629932599	0.0203037694	-0.1150571278	-0.0144009008	0.1377211739	-0.2258169556	-0.2207752474	0.0143289207	0.1483768403	0.0439168925	0.1277659436	0.0570618219	-0.0548485384	-0.0349069768	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0601817328811051	0.0039233608540455	0.0036218409725726	1.5392760391057412e-05	0.063255002903432	0.0754093069419212	0.0040011953923131	0.0056865635734608	-0.0325934699830412	-0.035110991522515	0.0012327817256941	0.0010623342855354	-0.0006330958755997	0.0007870901822531	6.195109549993754e-07	4.008103877013509e-07	-0.0005498892667947	0.000390331885533	1.5235898086374705e-07	3.023782057360127e-07	-0.0003486742951737	4.449395862350002e-05	1.979712353989732e-09	1.2157376411487645e-07	0.0	0.0	0.0	0.0
