global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
1729.96989577313	n/a	2992795.840281294	n/a	1939.9283086110847	n/a	n/a	3763321.842550664	1788.967711337301	n/a	3200405.4722074205	n/a	1816.3261228905417	1342.8303923445717	n/a	n/a	n/a	n/a	-0.0153676617	0.0702302316	-0.0230073366	0.0048113654	0.0816143822	0.0213361442	-0.0761685575	0.1239968543	-0.083177196	-0.0883284908	0.0382184682	-0.0526463455	0.1400630027	0.0222986601	-0.084716017	0.057235649	-0.0480040138	0.0080190976	-0.0690786317	0.0220313248	-0.0058969004	0.0085787987	-0.0471462003	0.0310103573	-0.1012119663	0.0934903774	-0.0626553379	0.0485991282	-0.1025112553	0.0277639442	-0.1260163061	0.1190871323	-0.085608354	0.0313767514	-0.0566767509	0.0827223109	-0.0241894936	0.0363327239	-0.0871490418	0.0488382066	-0.0129403501	-0.042985289	0.0536889291	-0.0644828912	0.0240415174	-0.0613571904	0.025921027	-0.0072177728	0.0708605578	-0.0561748906	0.0155817668	-0.0157562003	0.0851613783	-0.0496598605	0.154260441	-0.0632692907	0.0904179343	-0.0184586669	0.1065551264	0.1996853935	-0.0335021293	0.0914921736	-0.1538231035	0.0161547525	-0.02916611	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0423071155500167	n/a	0.0017898920261624	n/a	0.1586361384805883	n/a	n/a	0.0251654244320323	-0.1067098460607098	n/a	n/a	0.0113869912463003	-0.0001836064429488	n/a	n/a	3.371132589231095e-08	-0.0006629707202561	n/a	4.39530175916892e-07	n/a	-0.0003210608862812	n/a	n/a	1.0308009269966963e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1722.379854207815	-7.590041565315005	2966592.3621809343	57.608730963209446	1907.5687588121764	-32.35954979890835	1047.1404631880291	3638818.5695962273	1784.2804379456795	-4.687273391621375	3183656.681235626	21.970531847801745	1809.8431398438545	1355.185006924699	0.980578	15.792645	0.3017112513917837	0.1703510598637722	0.0673530314	-0.0294337656	-0.0063370974	-0.0665354324	-0.1266026665	0.0103083564	-0.0763413657	-0.1380734122	-0.0032223714	0.0939470182	0.0910976522	0.0229685519	0.0294456955	0.1126341448	0.0137078315	-0.1003171429	-0.0670373872	-0.0515467267	-0.0172808784	-0.1019099427	-0.0717323105	0.0858952028	0.0425331069	-0.1143024313	0.0346457498	-0.1099627041	-0.0593890638	-0.0518729948	-0.0126290145	0.0835608905	-0.0446386023	-0.0357281224	0.0609034718	0.07905557	0.1841481344	-0.004795515	0.0375125988	-0.0836710041	0.01182497	-0.0963278909	0.1124035197	0.0542875089	0.0155445699	-0.0668580295	0.0509046463	-0.0132406342	0.1175908463	0.0288903975	-0.0688402702	-0.1120750791	0.0589173469	0.0475966417	-0.0439116756	-0.0486735995	0.1949473211	0.0048406021	0.0464277732	0.1224232713	0.0157597667	0.0811589148	-0.114400561	0.1805078937	-0.0175924035	0.0443343219	-0.0385915966	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0261692937304047	-0.0161378218196119	0.0006848319343481	0.0002604292930815	0.0585125842013525	-0.1001235542792358	0.010024726121507	0.0034237225099203	0.0145952840738061	0.1213051301345159	0.0147149345969518	0.000213022317195	-0.0009387368392413	-0.0007551303962924	5.702219154048679e-07	8.812268533487463e-07	-0.0010707930895235	-0.0004078223692673	1.1465978405712822e-06	1.663190848748755e-07	-0.0004410030238897	-0.0001199421376085	1.438611637409635e-08	1.944836670798593e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1723.0046409748315	0.6247867670165306	2968744.992820808	0.3903585042389684	1913.4315720055936	5.862813193417196	34.372578540906744	3661220.380747797	1787.510827882498	3.230389936818483	3195194.9597971733	10.435419143898123	1813.2200021652168	1323.7008666461315	0.924472	14.889041	0.1409216549079766	0.0745265054048169	-0.0160431802	0.0556387829	0.0453249447	0.0280941221	-0.0424267793	0.0038561488	0.052169737	-0.0226617271	-0.1417467142	-0.0339468711	0.0904610254	-0.0508036449	0.0605038919	0.0914516607	0.0505595142	0.0496993664	-0.003499281	-0.0842372084	0.0758827931	0.048963677	0.0060656521	-0.0542478464	0.0347237511	-0.2462857793	0.1043068708	0.0146212181	-0.0974416913	0.0274526851	-0.0487837676	0.0957927856	0.0067016083	0.0919740164	-0.0189709937	-0.0299875606	0.0036729721	0.0487229624	-0.0715256715	-0.0351460988	-0.0115426568	-0.0634233576	0.3095639533	0.0225065244	0.0444418644	-0.0752489813	-0.0225911444	-0.084214619	-0.0384852771	-0.0774507905	-0.0296096327	0.0074333842	0.0954583291	0.0020910852	0.086276636	-0.0441173706	0.1202568695	-0.0697933433	0.0248940454	0.0689963379	-0.0592646227	0.1367969314	-0.134545925	0.1716451046	0.0008115752	0.0452126712	-0.0806908888	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0474772135319483	0.0213079198015436	0.0022540858047582	0.000454027446269	0.082306406415995	0.0237938222146425	0.000566145975582	0.0067743445371149	-0.0281864001204894	-0.0427816841942955	0.0018302725025004	0.0007944731517523	-0.0002130563863358	0.0007256804529054	5.266121197291315e-07	4.5393023758469676e-08	-0.0010709883075585	-1.9521803500013694e-07	1.1470159549270204e-06	3.8110081189314695e-14	-0.0001061141208803	0.0003348889030094	1.1215057735883932e-07	1.126020665019892e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1723.5170180143737	0.5123770395421161	2970510.911385159	0.2625302306499432	1914.1230194272373	0.6914474216437156	0.4780995368977422	3663866.933501244	1788.237416435088	0.7265885525901012	3197793.0575384386	0.5279309247549783	1813.506159144252	1339.5470351414465	1.008427	16.241175	0.227971699363765	0.1430998372290213	-0.0577517021	-0.0228883104	-0.0038704883	-0.1231107455	-0.0544883302	-0.103098698	-0.024294702	0.0103561738	0.0879452316	-0.0656722461	0.0078239788	-0.0092343121	0.0764187332	0.0834879126	0.0022415594	0.0740577647	0.1516757097	-0.0563953657	0.1585869477	-0.0426702072	0.0607727243	-0.0187852681	0.0652896893	-0.0241708172	0.0232350226	0.0668796656	-0.0091268563	-0.0140274594	-0.0262967268	0.1149879923	-0.038417206	-0.0825459853	-0.0378024385	-0.1529575514	0.0263902738	-0.1790629666	0.0248275903	-0.0139451804	0.0678188556	0.0861815231	0.0912683811	-0.0716026071	0.0518423348	-0.1114480244	0.0542803859	-0.0203611004	0.0487048244	0.0610331742	-0.0532256137	-0.0761481636	-0.0004854711	0.1085945461	-0.0251935374	0.023155583	0.0324968896	-0.0617696526	0.1087439849	-0.0758989731	0.0765268578	0.1447276252	-0.0462845776	0.1051444742	-0.1490617572	-0.0084147687	0.0008997477	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0399662007039438	-0.0075110128280045	0.0015972971987079	5.64153137024482e-05	0.2161528944652957	0.1338464880493007	0.0179148823631315	0.0467220737857252	-0.0708383532296892	-0.0426519531091998	0.0018191891040293	0.0050180722882942	-0.0004391652593561	-0.0002261088730203	5.112522245851015e-08	1.928661250253106e-07	-0.0007519030434346	0.0003190852641239	5.65358186726214e-07	1.0181540578101905e-07	-0.0004401648912813	-0.000334050770401	1.1158991720550165e-07	1.9374513151667865e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1723.729964628255	0.2129466138812858	2971244.990957325	0.0453462603635054	1909.695484048516	-4.427535378721359	19.603069529829288	3646936.841795296	1788.2940418217806	0.0566253866925308	3197995.5800152807	0.0032064344180786	1813.0875631065733	1340.1846561318127	1.189607	19.159159	0.4112596186814067	0.2998354699824047	0.0741549101	0.0372372292	0.0311371741	0.1124204285	-0.0519308888	0.2489131238	0.1709514667	0.1306765989	0.0781992206	-0.0085769355	0.059712447	-0.1063806056	-0.1171915896	0.1657610304	-0.064043593	-0.0282131799	-0.0548055851	-0.0918696622	0.0252139088	-0.1028316272	-0.0452492667	0.086205333	-0.0458765886	-0.0871337351	-0.0620749081	-0.0306938742	-0.0922195305	0.1479915187	0.1795201063	0.0780515034	0.0143712924	0.1038135041	0.038969733	-0.0496595354	0.139701906	-0.1130703405	0.004392119	-0.0256852197	-0.1467398058	0.0696298356	-0.0189649794	0.0836870756	-0.1167457401	-0.1102404568	0.1542708287	0.1302964599	0.0205267121	0.0046680842	-0.1900610345	0.0600632612	0.0841633549	0.0401342047	0.174230805	-0.14258232	0.0109410037	0.0598115014	-0.0083439694	-0.1527306257	-0.0886931221	-0.0817265466	0.0925671094	0.1449217299	0.0970694137	-0.2150306768	0.1039418419	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0003498305986511	-0.0403160313025949	1.2238144775258702e-07	0.0016253823799918	0.1448787442180332	-0.0712741502472625	0.0050800044934693	0.0209898505261942	0.2154563795566701	0.2862947327863593	0.0819646740212128	0.0464214514916678	-0.0005166234463975	-7.745818704140003e-05	5.9997707397405125e-09	2.668997853676306e-07	-0.0005618867713663	0.0001900162720683	3.157167438364447e-07	3.6106183650734234e-08	-0.0004401452634872	1.9627794099990985e-08	3.852503012316409e-16	1.9372785297021678e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1726.939311841262	3.209347213007049	2982319.3867827714	10.299909533636116	1931.475451587925	21.77996753940897	474.3669860177085	3730597.420086778	1788.672096528943	0.3780547071623914	3199347.8689012444	0.1429253616076415	1814.733472565577	1342.4456342845028	1.160424	18.689156	0.4240944893414819	0.2748643847067874	-0.0233326531	-0.1013675958	-0.0650151524	-0.0008389572	0.0306077094	0.0167913987	-0.0916305399	-0.11537902	0.0337660727	-0.070106403	0.1240658033	-0.0719296657	-0.0118002983	0.0219903637	0.0314327316	-0.106269681	-0.0017260724	0.0814333724	-0.1405301699	-0.1187190673	-0.0010509906	-0.0784650526	-0.0396563527	-0.0233447219	0.0861125881	0.0360679208	-0.1454743726	0.040795442	-0.0441924842	-0.0076084099	-0.0466722605	-0.1209116721	0.042828673	0.117185864	0.0949142584	0.0733222475	0.0585294591	0.0291456681	-0.0364533	-0.0176001397	0.137451752	0.1008735071	0.0213531628	-0.0194491381	-0.0654151579	-0.0965694105	-0.0718315194	0.0082724092	-0.1072786323	-0.0299780503	0.0964419008	-0.0150543395	0.0340113317	-0.0064009999	0.0768506247	0.0228956537	-0.0361553796	0.0081121816	0.0019500417	-0.0513897015	0.0602858255	0.1329743676	-0.0002889985	0.0506155151	-0.2159544756	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-8.846278507235183e-05	0.0002613678135787	7.825664342757115e-09	6.831313397493527e-08	-0.0380642376149893	-0.1829429818330225	0.0334681346019576	0.0014488861852103	0.0315190603443795	-0.1839373192122906	0.033832937399004	0.0009934511649926	0.0005903696930281	0.0011069931394256	1.225433810735346e-06	3.4853637444609297e-07	-0.000593130040563	-3.1243269196700005e-05	3.518032450182661e-07	9.761418700974631e-10	-0.0004393252624577	8.200010295000078e-07	6.724016883810728e-13	1.9300668623352699e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1721.145473247284	-5.79383859397808	2962341.740079617	33.568565653069896	1914.894789836816	-16.58066175110889	274.9183441046854	3666822.056144184	1784.377857428429	-4.294239100514005	3184004.338080871	18.44048945238333	1810.3279867101	1331.9809730939314	1.166821	18.792181	0.542034510500848	0.3049205108334244	-0.0949259091	0.1346229018	0.0435408639	-0.0423065383	-0.0529969968	-0.0545714449	0.0527008855	0.1616399739	-0.1306651511	-0.02001395	0.021894327	0.0791081959	0.082929673	-0.0673158116	-0.079051708	-0.1201799377	-0.1139193495	-0.0620753087	-0.0632547187	0.116191607	0.0804561877	0.0636416612	-0.0682504005	0.1162929116	0.0381455284	0.0308180062	-0.0023822119	-0.0982058816	-0.0864729622	-0.0156550784	-0.000273654	0.1503970128	0.1268556902	-0.005393011	0.0176847608	0.0740902048	0.1719566533	0.0164529262	0.0398089913	0.0451033167	-0.095520213	-0.1009428509	0.0875409672	-0.0965447328	0.0289703406	-0.0510737718	-0.045879878	-0.0819272724	0.0548773746	-0.0179199388	0.0867944956	0.0804236032	0.0006041405	-0.0321491549	-0.0231977955	-0.1113477598	0.0894478576	-0.008166125	-0.0399524165	0.0774567169	-0.0299586523	-0.1847840257	-0.0454036375	-0.0695539392	0.0056135237	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0621757336099051	0.0622641963949774	0.0038658218499298	0.0038768301527123	0.2208268028582267	0.258891040473216	0.0670245708373043	0.0487644768605861	-0.1225509998343312	-0.1540700601787107	0.0237375834434715	0.0150187475603942	-0.0001039894385823	-0.0006943591316104	4.821346036507487e-07	1.0813803336661944e-08	4.8022879814979547e-05	0.0006411529203779	2.3061969857239703e-09	4.110770673092118e-07	-0.0004399974795482	-6.722170904999917e-07	4.5187581676027414e-13	1.9359778200876868e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1724.0831955717688	2.9377223244848665	2972462.865252962	8.630212455776768	1924.510028545673	9.615238708857078	92.45281542830352	3703738.8499728674	1785.8909187880138	1.5130613595847535	3189406.373809496	2.2893546778684626	1811.140998376217	1334.420726791291	1.086075	17.491724	0.2407416652907874	0.1209360541175814	-0.0437828007	-0.1054107502	-0.0528322186	-0.0272210125	0.0114743281	-0.067503253	-0.0029804581	-0.0315316864	0.1127699974	-0.0156181842	-0.0807479689	0.0281975164	-0.0083347232	0.0321705892	0.103797976	-0.0271256136	-0.0381742831	0.0248196586	-0.0173719631	-0.1896456133	-0.1459623933	-0.134292605	-0.1840392546	-0.0006391975	0.134083406	0.0293792828	0.0666101882	-0.0226796174	0.043101422	0.031331425	-0.0047889844	-0.1254244354	-0.0185708179	0.1016430246	0.1562401614	0.0113664951	-0.0768618576	0.0877552269	-0.1737693479	-0.151681658	0.0564890633	-0.0435532262	-0.0578789547	-0.0039307495	-0.0089031926	0.0192158499	0.0446378626	0.1365208729	-0.0408715503	0.0004606204	-0.0777145231	0.0666833959	0.0578533401	0.1387389728	-0.0580439497	-0.0615690135	-0.0060077931	0.0082707762	-0.0110862698	0.0488291306	0.1458500601	-0.0434444981	-0.0999622578	-0.0869194262	0.0246082382	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0013995943126587	-0.0635753279225638	1.958864240026579e-06	0.0040418223204615	0.213738011540741	-0.0070887913174856	5.025096234286047e-05	0.0456839375773899	-0.0292668636853221	0.0932841361490091	0.0087019300570668	0.0008565493099752	-0.0004610153336668	-0.0003570258950844	1.274674897608884e-07	2.125351378759109e-07	-0.0007319906515854	-0.0007800135314003	5.358103140084184e-07	6.084211091676908e-07	-4.11687079985018e-05	0.0003988287715496	1.5906438901584138e-07	1.694862518265906e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1723.401388994754	-0.6818065770148678	2970112.347589047	0.4648602084607308	1916.697981433756	-7.812047111917082	61.02808007881202	3673731.1520322342	1784.8647195496014	-1.026199238412346	3185742.0670928773	1.053084876918079	1809.788447458436	1335.7271512488485	1.034796	16.665861	0.2591039191711375	0.1163052751028242	-0.0043914613	0.1189718102	0.0860827804	-0.0128825908	0.0027310605	0.0075626242	0.1437526051	0.061094566	-0.0614283317	-0.0054559832	0.0566356166	0.0396144004	0.0901759795	-0.0276480934	-0.0620932554	-0.0585184766	0.0220683555	-0.1482122564	0.0648703564	-0.0132771163	-0.0240950983	-0.0172781964	-0.0259788027	0.1794682838	-0.0992758012	0.0019835784	-0.0387936405	-0.055642073	-0.0266593993	0.042509906	0.0175279737	0.1402600333	0.088477287	-0.09719739	0.0544921772	-0.0548978249	-0.0121656423	0.0640288453	-0.0219086959	0.0187098433	-0.2341567324	-0.0282521796	0.0676071353	-0.0638291715	0.0275561967	-0.0390155263	0.0272528833	-0.1133667056	0.0547836792	-0.0217937274	0.0482430002	0.0164492323	0.0413570229	-0.058835119	0.0009115711	-0.0827116156	0.0761014292	0.0376967531	0.000803708	0.026120234	0.085276386	-0.2089988549	-0.0123530764	-0.0679386569	-0.0157724011	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.045004332242172	0.0464039265548307	0.0020253899205638	0.0021533243997061	0.1311301203201793	-0.0826078912205617	0.0068240636919081	0.0171951084551846	-0.0742000499905373	-0.0449331863052152	0.0020189912315391	0.0055056474185982	0.0003324513756786	0.0007934667093454	6.295894188394174e-07	1.1052391719059363e-07	-0.0002210730310368	0.0005109176205486	4.8873285051797936e-08	2.610368149870432e-07	-0.0004399626799151	-0.0003987939719165	1.5903663203701654e-07	1.9356715971807678e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1721.7730043081096	-1.6283846866442673	2964502.2783641736	2.651636687697549	1920.4249679294564	3.72698649570043	13.890428339133372	3688032.0574468537	1782.4237275194002	-2.440992030201187	3177034.344424153	5.958442091505712	1808.1087006820303	1340.5967932221429	1.148593	18.498611	0.3965291280507946	0.224815373642846	0.0384179525	-0.1298812939	-0.0802723333	0.0189865354	-0.0348870804	0.0954311736	-0.0726751426	-0.0228706781	0.0861697977	0.1104976846	0.0070380452	0.0176086278	-0.0507379388	0.0919511019	0.0612994165	0.1317284154	0.1499056131	0.0362170397	-0.0091405347	-0.1291355291	-0.074516869	-0.0534646268	0.0215363064	0.066010814	-0.2775281806	-0.1125587921	0.011983349	0.0048390127	0.097019953	0.0334035479	-0.0858328233	-0.1535341014	-0.1033135501	-0.0484236189	0.0095358188	-0.0813550519	-0.1936847993	0.0265255476	-0.0574952704	0.0255508537	-0.2209277707	0.1141665214	-0.0341777793	0.0127489403	0.0526547478	0.1067024465	0.0306011433	0.1523007118	-0.084025654	-0.0244748458	0.0242946642	0.0896852766	0.0432379777	0.0397237896	0.0263032405	0.1563381812	-0.1073136001	0.0864787974	-0.0713443712	-0.167438271	0.2606302928	-0.0820973371	-0.0410040633	-0.0480324009	0.035505975	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0307414257914189	-0.0757457580335909	0.0009450352596893	0.0057374198600833	0.0287315069112565	-0.1023986134089227	0.01048547602807	0.0008254994893915	0.1022099065339432	0.1764099565244805	0.031120472760969	0.0104468649936774	-7.21027098746094e-05	-0.0004045540855532	1.6366400813779345e-07	5.1988007712620954e-09	-0.0002399688001659	-1.889576912910001e-05	5.758502505306165e-08	3.570500909802489e-10	-0.0008560088269088	-0.0004160461469937	1.7309439642830346e-07	7.327511117457799e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
