global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
919.8393565341734	n/a	n/a	846104.4418292021	1357.1873657819135	n/a	n/a	1841957.5458380496	929.589881835146	n/a	n/a	864137.3484102807	1019.8433402486368	700.5185067631036	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0546570160769306	n/a	n/a	0.0029873894064338	0.0004721782954675	n/a	2.229523427105937e-07	n/a	0.1079881320527391	n/a	0.0116614366642398	n/a	-0.001266586219548	n/a	1.6042406515488947e-06	n/a	0.0044717113110559	n/a	n/a	1.999620204942528e-05	0.000482835267277	n/a	2.3312989532645202e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.4341967871538	-15.405159747019525	237.31894683119063	818001.2163180241	1267.972745432437	-89.21462034947649	7959.248484101225	1607754.8831594717	927.8420735611136	-1.7478082740324226	3.054833762776196	860890.9134701869	1001.9983183001528	675.2807087617762	1.749034	29.906584	0.2823322332942213	0.1503830328577949	-0.077733682	0.0643585733	-0.0129165213	0.5228682938	-0.2340012707	0.1477362197	-0.1707293497	0.2059133825	-0.0098172542	-0.0603332958	0.0697130389	-0.0735429083	0.004832632	-0.0949001166	0.047946011	-0.0157281822	0.1023226801	-0.0296392288	0.0121391533	-0.0698866581	0.0621618745	-0.0945218102	0.09441434	-0.0512515363	0.133832707	-0.0703110228	-0.0108476271	0.1934262599	-0.0002618032	0.064811664	-0.0828853503	0.1445956969	-0.3010129646	0.1395190049	-0.1454599401	0.1370570057	-0.2308411062	0.2472115859	-0.0162979609	0.0345781635	-0.0098421167	-0.0273208418	0.0936091115	-0.0014680417	0.0267567493	-0.0579495808	-0.097610856	0.0312501969	-0.0286027631	0.0562364896	-0.0621669798	0.1036584583	-0.0389718585	0.032955325	-0.1944094874	0.0494076566	-0.1271747344	0.0248673493	-0.0121470073	-0.1686678132	0.1672703738	-0.0027116849	0.0712997154	-0.0052372318	0.1518684485	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0401686684911481	0.0144883475857824	0.0002099122157664	0.0016135219283517	0.0001657395023073	-0.0003064387931602	2.746958262507151e-08	9.390473395347983e-08	0.2064520976386177	0.0984639655858785	0.0426224686193853	0.009695152518897	-0.0004562002202841	0.0008103859992639	2.0811864098726137e-07	6.567254678029499e-07	0.0022024606913233	-0.0022692506197326	5.14949837515679e-06	4.850833096824309e-06	0.0001810022596855	-0.0003018330075914	3.276181801125718e-08	9.11031644717305e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.6487484830704	-1.7854483040833884	3.187825646554248	814774.7631380534	1243.0419965577355	-24.93074887470152	621.5422394534312	1545153.4052062414	928.4424691718052	0.6003956106916348	0.3604748893377811	862005.4185618385	998.5602079032672	656.3714178816417	0.8839439999999998	15.114486	0.1617423880074733	0.0964950635676377	-0.0637926757	0.0875781057	0.0004414933	0.1467112855	-0.1111678009	0.0311711603	0.0715794271	0.1530647875	0.0040628546	-0.0147466324	0.1272501536	-0.003936783	0.0150415855	-0.0894869135	0.0242588351	0.063057726	0.2626848691	-0.0800187469	-0.0692649574	0.0095950095	0.0061534669	0.0022392598	0.0352254785	-0.0639939952	-0.0085345442	-0.1107164599	-0.0044782484	0.1053934357	0.0135651384	0.0886324375	-0.0592864762	0.1221766526	-0.0575648882	-0.013042198	-0.098362228	0.1865507447	0.0668397174	0.0427590286	-0.0425348222	-0.0028535651	-0.1506620207	-0.045289075	0.0598149185	-0.0281084333	0.0423663973	-0.0867992667	-0.0966840923	-0.0023336027	0.0043527957	0.1320435073	-0.0360905923	0.0802830149	-0.0229406864	0.0888068385	-0.0275002099	0.1394710081	-0.0322742865	-0.0011531644	-0.0062480309	-0.0400874045	0.1277616144	0.0106335816	-0.0336323816	0.0260938237	0.0927061006	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.069016822692177	-0.0288481542010289	0.0008322160008063	0.0047633218145233	0.00015699590395	-8.743598357300008e-06	2.4647713857077624e-08	7.645051223377939e-11	0.1368908871220355	-0.0695612105165821	0.0187391149770578	0.0048387620085322	-0.0003838611928731	7.2339027411e-05	1.473494153939593e-07	5.2329348867694094e-09	0.0033639630689006	0.0011615023775772	1.34908777311772e-06	1.1316247528927144e-05	0.0002136464485273	3.2644188841799993e-05	4.564480496832826e-08	1.065643065139099e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.7938574867812	-1.854890996289214	3.4406206081147928	811429.5736859156	1244.2395546181688	1.1975580604332663	1.4341453081086868	1548132.069276419	929.445458014935	1.0029888431297422	1.0059866194427387	863868.8594245922	999.281694332916	664.0643847463706	0.751492	12.849698	0.191840760875263	0.1067793067175216	-0.0709560481	0.0855691059	0.020984818	0.069671196	0.008436689	-0.0995363082	-0.1480634776	0.0561438873	-0.0189326833	0.0133635881	0.1874596857	-0.0339570257	0.0673270131	-0.0569662583	-0.0723154187	0.0172889105	0.1547299604	-0.117799769	-0.0333194655	-0.035330412	-0.0740421868	0.0144168047	0.0954016553	0.0325612177	-0.1171970974	-0.0467900291	0.0205631994	0.129485481	0.0451353912	0.0965972376	-0.0760739303	0.0558200957	-0.0840591381	0.0708009777	0.0215187605	0.0577152721	0.1612143962	-0.036640543	0.0071780639	0.0264947111	-0.2015397093	-0.039038447	0.0859168774	-0.0388257941	0.0205860676	-0.0949718325	-0.1264098486	0.0316401234	0.0174742671	0.0502440646	-0.0576664921	0.0654973098	-0.0044964534	0.0277418005	-0.1316949815	0.1295739475	-0.093997823	-0.038063155	0.0260304102	-0.1798348164	0.1217273024	-0.0402749651	0.0247271414	0.0042324135	0.0861579197	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0680408618167405	0.0009759608754364	9.524996303827776e-07	0.0046295588767647	0.009419214963998	0.009262219060048	8.872161053800384e-05	8.578870191631645e-05	0.2173945362059441	0.0805036490839085	0.0472603843721975	0.006480837515825	-0.0001867863005828	0.0001970748922903	3.4889122085408114e-08	3.8838513171233356e-08	0.0019695217134743	-0.0013944413554262	1.944466693723136e-06	3.879015779846744e-06	-0.0002168159408735	-0.0004304623894007	4.700915221686104e-08	1.8529786868864599e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.4903248327396	-0.3035326540416463	0.0921320720695657	810882.8251173729	1236.0723591776728	-8.167195440496016	66.70308136325892	1527874.8771230576	928.9224933642816	-0.5229646506533072	0.2734920258329356	862896.9986781139	997.9568099975586	648.5902861388404	0.8228539999999999	14.06991	0.0792040646075252	0.046548641229784	-0.0358910303	0.0015701998	-0.0323553504	-0.0093578118	0.0386042901	-0.0087192459	0.0878125564	0.0438485581	-0.0264134201	-0.0123336231	0.1052628284	-0.017865398	-0.0183087937	-0.0919197214	0.078309484	0.0151154228	0.0009431427	-0.0751612778	-0.0294597264	0.0056696502	0.0239303581	-0.0874429781	-0.0332721775	0.1018251006	-0.0534038325	9.40195e-05	0.0080377412	0.0591115716	0.0686797733	0.0486973151	0.002683965	0.0450249134	0.0071535775	-0.066187187	-0.0831494365	0.064659485	-0.0167893781	0.0060590551	-0.0482450373	0.033850808	0.0846265331	-0.028669654	0.0689406267	-0.0474839285	0.0183523658	-0.049475123	-0.0823233187	-0.0128892484	-0.0148720226	0.0492233532	-0.0577777523	-0.0138836758	-0.0661488664	0.1197192277	0.0078736548	0.1398486234	-0.0136816421	0.0052157473	-0.0149338758	-0.0944205793	0.0854961482	0.0176147257	-0.0493203226	0.0122187912	0.0215996813	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.0681742836059982	-0.0001334217892576	1.7801373848724924e-08	0.004647732945191	-0.026890429947187	-0.036309644911185	0.0007230952227445	0.0013183903135763	0.2164853669972615	-0.0009091692086825	0.046865914123939	8.265886500165204e-07	0.0003237506757607	0.0005105369763435	1.048145000555099e-07	2.606480042139635e-07	0.0022949653186201	0.0003254436051457	1.059135401302952e-07	5.266865813669057e-06	-0.0002178719333522	-1.0559924787000225e-06	4.746817934262548e-08	1.1151201150710176e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.9203201745416	1.429995341802055	2.044886677575576	813460.2639437477	1235.8233646281717	-0.2489945495010488	0.0619982856812302	1527259.388560895	928.5795841062476	-0.3429092580340693	0.1175867592454759	862260.0440189317	997.4757101077844	658.9087953522264	0.798226	13.648795	0.326402958789577	0.1836405679209412	-0.0698513026	-0.0063985894	-0.0027421836	-0.1069841265	-0.0321446438	-0.0628010168	0.0381309204	-0.0481233168	0.0677064504	-0.0304801719	0.0502249916	0.0311592471	0.0607855446	-0.034515022	0.1105440709	0.052123418	0.0322483741	0.0284382551	-0.0459322336	-0.0540102818	-0.0365449406	-0.0420164378	0.0412816008	0.2002760247	0.0853259438	0.0184639098	-0.0451922441	-0.0269728302	0.0002388051	0.0561246897	-0.0722099908	-0.0062045663	0.054882676	-0.0825906443	-0.0404266744	0.0716717094	0.0223941556	0.0219999854	-0.0316493095	-0.0583610413	-0.0081699456	-0.0768813985	0.0231193917	-0.0026342384	0.0318869235	-0.0794027176	-0.0607690672	-0.0461410435	0.0072473786	0.1567604604	0.0457374723	-0.0043910303	0.0383297052	0.1202073952	0.1791944924	0.1091779912	0.0305847333	0.0166393074	-0.0250470897	0.0334415741	-0.0188801216	-0.1429892042	-0.0717905115	0.0363334125	0.0355490244	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0894570837916433	-0.0212828001856451	0.000452957583742	0.008002569840505	-0.0265310323455594	0.0003593976016275	0.0007038956773211	1.291666360556706e-07	0.0411732394871222	-0.1753121275101393	0.0016952356498639	0.0307343420521313	-0.0006540526977957	-0.0009778033735564	4.277849314938333e-07	9.560994373382766e-07	0.0035956805432602	0.0013007152246401	1.6918600956105456e-06	1.2928918569179966e-05	-0.000528326004999	-0.0003104540716468	2.791283675582034e-07	9.638173060207641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.0082496194857	-1.912070555055948	3.65601380751196	810014.8493831304	1230.8582519234965	-4.965112704675221	24.65234417012729	1515012.0363281656	927.2726732250936	-1.3069108811539536	1.7080160512786031	859834.6105100113	996.1424181041152	651.7578997313411	0.653677	11.177172	0.0804254051066997	0.0393904804767138	-0.0211059425	-0.0107412372	-0.0034947025	-0.150055789	0.0083986786	0.0101752908	0.0370926651	0.0231589779	-0.0322470664	-0.0484012841	-0.0792028821	-0.0031512927	0.031198	-0.1083117036	-0.0066633766	0.0982234668	0.0501076598	0.0315590636	-0.0433790341	0.0749942149	-0.01400572	-0.1001690191	0.0095084736	-0.015616188	0.0025633524	0.1168197207	-0.063857192	-0.0538498139	-0.0106598785	-0.0445869466	-0.0301139829	0.0866596532	0.07065035	-0.058193391	-0.0054537348	0.0662458903	0.0387801746	-0.0850413964	-0.0667267106	-0.0096932672	0.0414871348	-0.0276158082	0.0015811973	-0.0007694255	0.0551340193	-0.0267943834	0.0090368305	-0.106083691	-0.0103209833	0.1837928257	-0.0007977634	-0.0158035726	0.0324173587	0.0750516053	0.201803873	0.0771817672	0.0335387324	0.0214859248	0.0105912486	0.0587245091	-0.0761828779	-0.006630577	-0.1309296524	0.0237636558	-0.0681238568	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0751655748156423	0.0142915089760009	0.0002042472288111	0.0056498636373659	-0.0459103423045803	-0.0193793099590208	0.0021077595305237	0.0003755576544878	0.0179704221127394	-0.0232028173743827	0.00032293607091	0.0005383707341089	-0.0003329897322012	0.0003210629655945	1.108821617514269e-07	1.0308142787633513e-07	0.0037320989552129	0.0001364184119527	1.8609983119696665e-08	1.3928562611501222e-05	-0.0005418800033977	-1.35539983987e-05	2.936339380822914e-07	1.8371087259196218e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.0828778928887	4.07462827340305	16.60259556641552	817365.8500990879	1237.8848462151093	7.02659429161281	49.37302733892572	1532358.8924890049	928.7048702889168	1.432197063823196	2.051188429623784	862492.7360983539	997.1049678084872	660.4493371793396	0.737607	12.612278	0.1650454664001365	0.0898195281353912	-0.0677494491	0.0444121186	-0.0001155748	-0.0618225459	-0.0428044599	-0.0854609116	0.0741410742	-0.07577195	0.0059350395	-0.0354819238	0.0584697915	-0.0071974902	0.0980764695	0.0044285772	0.0745070105	0.049321197	-0.0376377535	-0.048281093	-0.069886701	0.0522861798	0.0080635838	0.0439544946	-0.0528070146	0.0674424013	0.0091137034	0.2846734263	-0.026028737	-0.0228783684	0.0800353562	0.0324584779	-0.1240299479	-0.0640724713	0.0987425138	-0.054494173	-0.0705460053	0.0279324428	0.1901168869	-0.0842870533	0.0528604909	0.0220678929	0.1037688008	-0.0422875206	0.0248995207	0.0359574363	0.0200735403	-0.0392288153	-0.0342901218	-0.0726741814	0.0199532998	0.1482638192	0.0071207562	0.0257613768	0.072325302	0.0739070523	0.0917694139	-0.0071317995	0.0006380421	0.0273524177	-0.0220022983	0.1064558679	0.0044527737	0.0328586185	0.0174919412	0.0601046786	-0.054324769	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0394652101508654	0.0357003646647769	0.001274516037198	0.0015575028122519	-0.018692513364698	0.0272178289398823	0.0003494100558894	0.0007408102122006	0.0480796267734717	0.0301092046607322	0.0023116505106763	0.0009065642053018	-0.0005097525819435	-0.0001767628497423	2.598476947980648e-07	3.1245105049018945e-08	0.0037948471549358	6.274819972289973e-05	3.937336568464914e-09	1.4400864929324335e-05	0.000658970309832	0.0012008503132297	4.342418692400821e-07	1.4420414747838689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.4212457255318	-1.66163216735697	2.7610214595954217	814364.1047368206	1237.7991097459517	-0.0857364691576094	0.0073507421436137	1532146.6360878705	928.6653589777276	-0.0395113111892442	0.0015611437118932	862419.3489652317	997.1736319060371	659.3689247001055	0.681029	11.644862	0.1671236847168141	0.081283422428663	-0.0149454003	0.1082003471	0.0155085275	-0.0423440494	-0.0310576269	-0.1175220948	0.0173114008	-0.0016507423	0.0009456858	0.0154110093	0.0241035618	0.0216808945	0.0500960371	-0.0454092161	-0.0722807156	0.0626848339	0.0569705716	-0.0770252707	0.0175742973	0.0215985599	0.0115623956	-0.0066662984	-0.024578652	-0.0493775647	0.0416762745	0.0728897795	0.0152496784	-0.02815858	0.0410118088	0.0278209396	-0.0510541542	0.0425907957	0.0542390744	0.0375330233	0.0276232928	0.0411326854	0.1071058529	-0.1071536196	-0.0070007372	-0.0816243234	-0.0049593239	0.0091382595	0.013887834	-0.0230871958	0.0394548073	-0.0319716255	0.0044305521	-0.0698783138	0.0201891109	0.0801634371	-0.024560347	0.0583415117	-0.0224692801	-0.0347764382	0.0864499561	0.0009756991	0.0007574196	-0.0585135872	0.037248256	0.1482362347	-0.0473731387	-0.0396670931	-0.0797403997	-0.0283872382	-0.0717110206	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.087382458382919	-0.0479172482320536	0.0022960626781322	0.0076356940330425	-0.0092041412789143	0.0094883720857836	8.471621668221417e-05	9.002920483827929e-05	0.1060287685969285	0.0579491418234568	0.011242099770181	0.0033581030380751	-0.0003492223409437	0.0001605302409998	1.2195624341419786e-07	2.576995827545389e-08	0.0031159247004002	-0.0006789224545355	4.609356992726437e-07	9.708986738564076e-06	0.000463044553857	-0.000195925755975	2.1441025885662817e-07	3.838690185437527e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.0318640104424	2.610618284910629	6.815327829509714	819082.674874216	1240.7381076257209	2.938997879769204	8.637708537287875	1539431.051714655	929.6084904353854	0.9431314576578416	0.889496946423805	864171.9454895561	998.418220655989	655.4621075841915	0.717577	12.269793	0.1336672734850812	0.0721856267287849	-0.0323363934	0.0773884129	-0.0077296923	-0.0175638837	-0.0557467845	-0.0724431028	0.1026327378	-0.1115723577	0.068237577	-0.0250454008	0.0750769345	-0.0367779562	0.0984961455	-0.026780241	0.1294932069	0.058205659	-0.1226182063	0.0717236784	0.0743619264	-0.0449794321	0.0765867591	0.071467795	-0.0632272162	-0.0231372962	0.0799348076	0.0237572424	-0.0026521007	0.008899709	0.0878977722	0.0345782431	-0.12608953	-0.0986572188	0.1056166804	-0.1246595627	-0.0138931882	0.0002294059	-0.03337271	-0.0544208268	0.0436794426	-0.1286357869	0.080647494	-0.0138495714	0.0172739838	0.0382001465	-0.0059992642	-0.0387321536	-0.0429314516	-0.064472933	0.0534422143	0.0598321085	0.0396183539	0.0138209707	0.050695275	0.0397080874	0.0261654917	-0.0739227858	0.008555492	0.056341855	-0.0849902924	0.132791973	-0.0176378213	0.0656197072	0.0316452841	0.0141743924	-0.1034712568	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0317497722194559	0.0556326861634631	0.0030949957697623	0.0010080480359873	-0.0226535118236199	-0.0134493705447055	0.0005131815979428	0.0001808855680487	0.0806761282351118	-0.0253526403618166	0.0065086376670082	0.0006427563733156	7.768188081011632e-05	0.0004269042217538	6.034474606197118e-09	1.822472145512316e-07	0.0028660223670491	-0.000249902333351	6.245117621432428e-08	8.214084208425726e-06	0.000570889527054	0.000107844973197	3.259148520999399e-07	1.1630538243861656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
